Date / Time Sonde,Sonde_depth (m),Date/Time NOAA,NOAA Water Level Charleston Harbor (m)
7/13/2016 12:00,0.73,7/13/2016 12:00,0.899
7/13/2016 12:06,0.73,7/13/2016 12:06,0.929
7/13/2016 12:12,0.73,7/13/2016 12:12,0.959
7/13/2016 12:18,0.73,7/13/2016 12:18,0.988
7/13/2016 12:24,0.73,7/13/2016 12:24,1.016
7/13/2016 12:30,0.73,7/13/2016 12:30,1.048
7/13/2016 12:36,0.72,7/13/2016 12:36,1.084
7/13/2016 12:42,0.72,7/13/2016 12:42,1.117
7/13/2016 12:48,0.73,7/13/2016 12:48,1.151
7/13/2016 12:54,0.72,7/13/2016 12:54,1.189
7/13/2016 13:00,0.73,7/13/2016 13:00,1.221
7/13/2016 13:06,0.72,7/13/2016 13:06,1.251
7/13/2016 13:12,0.72,7/13/2016 13:12,1.28
7/13/2016 13:18,0.72,7/13/2016 13:18,1.308
7/13/2016 13:24,0.72,7/13/2016 13:24,1.336
7/13/2016 13:30,0.75,7/13/2016 13:30,1.361
7/13/2016 13:36,0.77,7/13/2016 13:36,1.386
7/13/2016 13:42,0.79,7/13/2016 13:42,1.411
7/13/2016 13:48,0.81,7/13/2016 13:48,1.443
7/13/2016 13:54,0.83,7/13/2016 13:54,1.471
7/13/2016 14:00,0.86,7/13/2016 14:00,1.49
7/13/2016 14:06,0.89,7/13/2016 14:06,1.503
7/13/2016 14:12,0.91,7/13/2016 14:12,1.519
7/13/2016 14:18,0.94,7/13/2016 14:18,1.536
7/13/2016 14:24,0.96,7/13/2016 14:24,1.554
7/13/2016 14:30,0.99,7/13/2016 14:30,1.571
7/13/2016 14:36,1.01,7/13/2016 14:36,1.586
7/13/2016 14:42,1.02,7/13/2016 14:42,1.597
7/13/2016 14:48,1.04,7/13/2016 14:48,1.61
7/13/2016 14:54,1.06,7/13/2016 14:54,1.621
7/13/2016 15:00,1.08,7/13/2016 15:00,1.636
7/13/2016 15:06,1.1,7/13/2016 15:06,1.656
7/13/2016 15:12,1.11,7/13/2016 15:12,1.673
7/13/2016 15:18,1.13,7/13/2016 15:18,1.692
7/13/2016 15:24,1.15,7/13/2016 15:24,1.702
7/13/2016 15:30,1.16,7/13/2016 15:30,1.71
7/13/2016 15:36,1.18,7/13/2016 15:36,1.717
7/13/2016 15:42,1.19,7/13/2016 15:42,1.72
7/13/2016 15:48,1.2,7/13/2016 15:48,1.724
7/13/2016 15:54,1.21,7/13/2016 15:54,1.722
7/13/2016 16:00,1.22,7/13/2016 16:00,1.716
7/13/2016 16:06,1.22,7/13/2016 16:06,1.718
7/13/2016 16:12,1.22,7/13/2016 16:12,1.719
7/13/2016 16:18,1.22,7/13/2016 16:18,1.719
7/13/2016 16:24,1.22,7/13/2016 16:24,1.713
7/13/2016 16:30,1.22,7/13/2016 16:30,1.704
7/13/2016 16:36,1.22,7/13/2016 16:36,1.7
7/13/2016 16:42,1.21,7/13/2016 16:42,1.697
7/13/2016 16:48,1.2,7/13/2016 16:48,1.676
7/13/2016 16:54,1.19,7/13/2016 16:54,1.663
7/13/2016 17:00,1.17,7/13/2016 17:00,1.647
7/13/2016 17:06,1.15,7/13/2016 17:06,1.63
7/13/2016 17:12,1.13,7/13/2016 17:12,1.609
7/13/2016 17:18,1.12,7/13/2016 17:18,1.583
7/13/2016 17:24,1.1,7/13/2016 17:24,1.559
7/13/2016 17:30,1.08,7/13/2016 17:30,1.538
7/13/2016 17:36,1.06,7/13/2016 17:36,1.513
7/13/2016 17:42,1.04,7/13/2016 17:42,1.494
7/13/2016 17:48,1.02,7/13/2016 17:48,1.472
7/13/2016 17:54,0.99,7/13/2016 17:54,1.451
7/13/2016 18:00,0.97,7/13/2016 18:00,1.426
7/13/2016 18:06,0.95,7/13/2016 18:06,1.4
7/13/2016 18:12,0.92,7/13/2016 18:12,1.375
7/13/2016 18:18,0.91,7/13/2016 18:18,1.345
7/13/2016 18:24,0.89,7/13/2016 18:24,1.312
7/13/2016 18:30,0.86,7/13/2016 18:30,1.287
7/13/2016 18:36,0.84,7/13/2016 18:36,1.259
7/13/2016 18:42,0.82,7/13/2016 18:42,1.233
7/13/2016 18:48,0.8,7/13/2016 18:48,1.204
7/13/2016 18:54,0.78,7/13/2016 18:54,1.169
7/13/2016 19:00,0.76,7/13/2016 19:00,1.135
7/13/2016 19:06,0.74,7/13/2016 19:06,1.1
7/13/2016 19:12,0.72,7/13/2016 19:12,1.071
7/13/2016 19:18,0.72,7/13/2016 19:18,1.029
7/13/2016 19:24,0.71,7/13/2016 19:24,1.004
7/13/2016 19:30,0.71,7/13/2016 19:30,0.955
7/13/2016 19:36,0.71,7/13/2016 19:36,0.921
7/13/2016 19:42,0.71,7/13/2016 19:42,0.886
7/13/2016 19:48,0.71,7/13/2016 19:48,0.854
7/13/2016 19:54,0.71,7/13/2016 19:54,0.832
7/13/2016 20:00,0.71,7/13/2016 20:00,0.802
7/13/2016 20:06,0.71,7/13/2016 20:06,0.771
7/13/2016 20:12,0.71,7/13/2016 20:12,0.741
7/13/2016 20:18,0.71,7/13/2016 20:18,0.713
7/13/2016 20:24,0.71,7/13/2016 20:24,0.686
7/13/2016 20:30,0.71,7/13/2016 20:30,0.661
7/13/2016 20:36,0.71,7/13/2016 20:36,0.643
7/13/2016 20:42,0.7,7/13/2016 20:42,0.625
7/13/2016 20:48,0.7,7/13/2016 20:48,0.592
7/13/2016 20:54,0.7,7/13/2016 20:54,0.569
7/13/2016 21:00,0.7,7/13/2016 21:00,0.542
7/13/2016 21:06,0.7,7/13/2016 21:06,0.532
7/13/2016 21:12,0.71,7/13/2016 21:12,0.518
7/13/2016 21:18,0.71,7/13/2016 21:18,0.508
7/13/2016 21:24,0.71,7/13/2016 21:24,0.495
7/13/2016 21:30,0.71,7/13/2016 21:30,0.484
7/13/2016 21:36,0.71,7/13/2016 21:36,0.469
7/13/2016 21:42,0.71,7/13/2016 21:42,0.463
7/13/2016 21:48,0.71,7/13/2016 21:48,0.448
7/13/2016 21:54,0.71,7/13/2016 21:54,0.444
7/13/2016 22:00,0.71,7/13/2016 22:00,0.447
7/13/2016 22:06,0.71,7/13/2016 22:06,0.448
7/13/2016 22:12,0.71,7/13/2016 22:12,0.451
7/13/2016 22:18,0.72,7/13/2016 22:18,0.447
7/13/2016 22:24,0.72,7/13/2016 22:24,0.45
7/13/2016 22:30,0.72,7/13/2016 22:30,0.458
7/13/2016 22:36,0.71,7/13/2016 22:36,0.473
7/13/2016 22:42,0.72,7/13/2016 22:42,0.49
7/13/2016 22:48,0.72,7/13/2016 22:48,0.504
7/13/2016 22:54,0.72,7/13/2016 22:54,0.52
7/13/2016 23:00,0.72,7/13/2016 23:00,0.535
7/13/2016 23:06,0.72,7/13/2016 23:06,0.551
7/13/2016 23:12,0.72,7/13/2016 23:12,0.57
7/13/2016 23:18,0.72,7/13/2016 23:18,0.585
7/13/2016 23:24,0.71,7/13/2016 23:24,0.599
7/13/2016 23:30,0.71,7/13/2016 23:30,0.609
7/13/2016 23:36,0.71,7/13/2016 23:36,0.632
7/13/2016 23:42,0.71,7/13/2016 23:42,0.656
7/13/2016 23:48,0.71,7/13/2016 23:48,0.681
7/13/2016 23:54,0.71,7/13/2016 23:54,0.707
7/14/2016,0.71,7/14/2016 0:00,0.736
7/14/2016 0:06,0.71,7/14/2016 0:06,0.762
7/14/2016 0:12,0.72,7/14/2016 0:12,0.79
7/14/2016 0:18,0.71,7/14/2016 0:18,0.818
7/14/2016 0:24,0.72,7/14/2016 0:24,0.846
7/14/2016 0:30,0.72,7/14/2016 0:30,0.877
7/14/2016 0:36,0.72,7/14/2016 0:36,0.909
7/14/2016 0:42,0.71,7/14/2016 0:42,0.939
7/14/2016 0:48,0.72,7/14/2016 0:48,0.968
7/14/2016 0:54,0.71,7/14/2016 0:54,1.004
7/14/2016 1:00,0.71,7/14/2016 1:00,1.034
7/14/2016 1:06,0.71,7/14/2016 1:06,1.059
7/14/2016 1:12,0.71,7/14/2016 1:12,1.087
7/14/2016 1:18,0.71,7/14/2016 1:18,1.114
7/14/2016 1:24,0.71,7/14/2016 1:24,1.141
7/14/2016 1:30,0.71,7/14/2016 1:30,1.166
7/14/2016 1:36,0.71,7/14/2016 1:36,1.19
7/14/2016 1:42,0.71,7/14/2016 1:42,1.21
7/14/2016 1:48,0.71,7/14/2016 1:48,1.232
7/14/2016 1:54,0.71,7/14/2016 1:54,1.252
7/14/2016 2:00,0.71,7/14/2016 2:00,1.276
7/14/2016 2:06,0.71,7/14/2016 2:06,1.302
7/14/2016 2:12,0.73,7/14/2016 2:12,1.321
7/14/2016 2:18,0.75,7/14/2016 2:18,1.346
7/14/2016 2:24,0.77,7/14/2016 2:24,1.364
7/14/2016 2:30,0.79,7/14/2016 2:30,1.372
7/14/2016 2:36,0.81,7/14/2016 2:36,1.379
7/14/2016 2:42,0.82,7/14/2016 2:42,1.389
7/14/2016 2:48,0.84,7/14/2016 2:48,1.403
7/14/2016 2:54,0.86,7/14/2016 2:54,1.415
7/14/2016 3:00,0.87,7/14/2016 3:00,1.429
7/14/2016 3:06,0.89,7/14/2016 3:06,1.446
7/14/2016 3:12,0.9,7/14/2016 3:12,1.458
7/14/2016 3:18,0.92,7/14/2016 3:18,1.467
7/14/2016 3:24,0.93,7/14/2016 3:24,1.477
7/14/2016 3:30,0.94,7/14/2016 3:30,1.479
7/14/2016 3:36,0.95,7/14/2016 3:36,1.484
7/14/2016 3:42,0.96,7/14/2016 3:42,1.479
7/14/2016 3:48,0.97,7/14/2016 3:48,1.474
7/14/2016 3:54,0.98,7/14/2016 3:54,1.472
7/14/2016 4:00,0.98,7/14/2016 4:00,1.47
7/14/2016 4:06,0.98,7/14/2016 4:06,1.469
7/14/2016 4:12,0.98,7/14/2016 4:12,1.468
7/14/2016 4:18,0.98,7/14/2016 4:18,1.463
7/14/2016 4:24,0.98,7/14/2016 4:24,1.458
7/14/2016 4:30,0.98,7/14/2016 4:30,1.451
7/14/2016 4:36,0.97,7/14/2016 4:36,1.44
7/14/2016 4:42,0.96,7/14/2016 4:42,1.435
7/14/2016 4:48,0.95,7/14/2016 4:48,1.423
7/14/2016 4:54,0.94,7/14/2016 4:54,1.413
7/14/2016 5:00,0.92,7/14/2016 5:00,1.395
7/14/2016 5:06,0.91,7/14/2016 5:06,1.381
7/14/2016 5:12,0.89,7/14/2016 5:12,1.368
7/14/2016 5:18,0.88,7/14/2016 5:18,1.347
7/14/2016 5:24,0.86,7/14/2016 5:24,1.332
7/14/2016 5:30,0.84,7/14/2016 5:30,1.319
7/14/2016 5:36,0.83,7/14/2016 5:36,1.293
7/14/2016 5:42,0.81,7/14/2016 5:42,1.274
7/14/2016 5:48,0.79,7/14/2016 5:48,1.253
7/14/2016 5:54,0.78,7/14/2016 5:54,1.233
7/14/2016 6:00,0.76,7/14/2016 6:00,1.214
7/14/2016 6:06,0.74,7/14/2016 6:06,1.188
7/14/2016 6:12,0.72,7/14/2016 6:12,1.129
7/14/2016 6:18,0.71,7/14/2016 6:18,1.113
7/14/2016 6:24,0.71,7/14/2016 6:24,1.08
7/14/2016 6:30,0.71,7/14/2016 6:30,1.057
7/14/2016 6:36,0.71,7/14/2016 6:36,1.018
7/14/2016 6:42,0.71,7/14/2016 6:42,0.991
7/14/2016 6:48,0.71,7/14/2016 6:48,0.974
7/14/2016 6:54,0.71,7/14/2016 6:54,0.935
7/14/2016 7:00,0.71,7/14/2016 7:00,0.906
7/14/2016 7:06,0.71,7/14/2016 7:06,0.877
7/14/2016 7:12,0.71,7/14/2016 7:12,0.853
7/14/2016 7:18,0.71,7/14/2016 7:18,0.826
7/14/2016 7:24,0.71,7/14/2016 7:24,0.79
7/14/2016 7:30,0.71,7/14/2016 7:30,0.76
7/14/2016 7:36,0.71,7/14/2016 7:36,0.728
7/14/2016 7:42,0.71,7/14/2016 7:42,0.695
7/14/2016 7:48,0.71,7/14/2016 7:48,0.664
7/14/2016 7:54,0.71,7/14/2016 7:54,0.636
7/14/2016 8:00,0.71,7/14/2016 8:00,0.612
7/14/2016 8:06,0.71,7/14/2016 8:06,0.585
7/14/2016 8:12,0.71,7/14/2016 8:12,0.561
7/14/2016 8:18,0.71,7/14/2016 8:18,0.539
7/14/2016 8:24,0.71,7/14/2016 8:24,0.514
7/14/2016 8:30,0.71,7/14/2016 8:30,0.495
7/14/2016 8:36,0.71,7/14/2016 8:36,0.467
7/14/2016 8:42,0.71,7/14/2016 8:42,0.442
7/14/2016 8:48,0.71,7/14/2016 8:48,0.421
7/14/2016 8:54,0.71,7/14/2016 8:54,0.402
7/14/2016 9:00,0.71,7/14/2016 9:00,0.38
7/14/2016 9:06,0.71,7/14/2016 9:06,0.367
7/14/2016 9:12,0.71,7/14/2016 9:12,0.357
7/14/2016 9:18,0.7,7/14/2016 9:18,0.347
7/14/2016 9:24,0.7,7/14/2016 9:24,0.338
7/14/2016 9:30,0.71,7/14/2016 9:30,0.322
7/14/2016 9:36,0.71,7/14/2016 9:36,0.319
7/14/2016 9:42,0.71,7/14/2016 9:42,0.313
7/14/2016 9:48,0.71,7/14/2016 9:48,0.307
7/14/2016 9:54,0.71,7/14/2016 9:54,0.267
7/14/2016 10:00,0.71,7/14/2016 10:00,0.288
7/14/2016 10:06,0.71,7/14/2016 10:06,0.28
7/14/2016 10:12,0.71,7/14/2016 10:12,0.271
7/14/2016 10:18,0.71,7/14/2016 10:18,0.27
7/14/2016 10:24,0.71,7/14/2016 10:24,0.262
7/14/2016 10:30,0.71,7/14/2016 10:30,0.263
7/14/2016 10:36,0.71,7/14/2016 10:36,0.267
7/14/2016 10:42,0.71,7/14/2016 10:42,0.27
7/14/2016 10:48,0.71,7/14/2016 10:48,0.286
7/14/2016 10:54,0.71,7/14/2016 10:54,0.294
7/14/2016 11:00,0.71,7/14/2016 11:00,0.309
7/14/2016 11:06,0.71,7/14/2016 11:06,0.322
7/14/2016 11:12,0.71,7/14/2016 11:12,0.34
7/14/2016 11:18,0.71,7/14/2016 11:18,0.359
7/14/2016 11:24,0.71,7/14/2016 11:24,0.384
7/14/2016 11:30,0.71,7/14/2016 11:30,0.409
7/14/2016 11:36,0.71,7/14/2016 11:36,0.434
7/14/2016 11:42,0.71,7/14/2016 11:42,0.461
7/14/2016 11:48,0.71,7/14/2016 11:48,0.489
7/14/2016 11:54,0.71,7/14/2016 11:54,0.511
7/14/2016 12:00,0.71,7/14/2016 12:00,0.537
7/14/2016 12:06,0.71,7/14/2016 12:06,0.561
7/14/2016 12:12,0.71,7/14/2016 12:12,0.589
7/14/2016 12:18,0.71,7/14/2016 12:18,0.616
7/14/2016 12:24,0.71,7/14/2016 12:24,0.653
7/14/2016 12:30,0.71,7/14/2016 12:30,0.683
7/14/2016 12:36,0.71,7/14/2016 12:36,0.717
7/14/2016 12:42,0.71,7/14/2016 12:42,0.754
7/14/2016 12:48,0.71,7/14/2016 12:48,0.787
7/14/2016 12:54,0.71,7/14/2016 12:54,0.821
7/14/2016 13:00,0.71,7/14/2016 13:00,0.852
7/14/2016 13:06,0.7,7/14/2016 13:06,0.888
7/14/2016 13:12,0.7,7/14/2016 13:12,0.923
7/14/2016 13:18,0.7,7/14/2016 13:18,0.962
7/14/2016 13:24,0.7,7/14/2016 13:24,0.997
7/14/2016 13:30,0.7,7/14/2016 13:30,1.035
7/14/2016 13:36,0.7,7/14/2016 13:36,1.054
7/14/2016 13:42,0.7,7/14/2016 13:42,1.104
7/14/2016 13:48,0.7,7/14/2016 13:48,1.133
7/14/2016 13:54,0.7,7/14/2016 13:54,1.171
7/14/2016 14:00,0.7,7/14/2016 14:00,1.203
7/14/2016 14:06,0.7,7/14/2016 14:06,1.234
7/14/2016 14:12,0.7,7/14/2016 14:12,1.267
7/14/2016 14:18,0.69,7/14/2016 14:18,1.302
7/14/2016 14:24,0.69,7/14/2016 14:24,1.329
7/14/2016 14:30,0.71,7/14/2016 14:30,
7/14/2016 14:36,0.74,7/14/2016 14:36,1.379
7/14/2016 14:42,0.75,7/14/2016 14:42,1.403
7/14/2016 14:48,0.78,7/14/2016 14:48,1.425
7/14/2016 14:54,0.8,7/14/2016 14:54,1.439
7/14/2016 15:00,0.83,7/14/2016 15:00,1.465
7/14/2016 15:06,0.85,7/14/2016 15:06,1.48
7/14/2016 15:12,0.87,7/14/2016 15:12,1.495
7/14/2016 15:18,0.9,7/14/2016 15:18,1.509
7/14/2016 15:24,0.92,7/14/2016 15:24,1.533
7/14/2016 15:30,0.95,7/14/2016 15:30,1.548
7/14/2016 15:36,0.97,7/14/2016 15:36,1.567
7/14/2016 15:42,1,7/14/2016 15:42,1.581
7/14/2016 15:48,1.02,7/14/2016 15:48,1.595
7/14/2016 15:54,1.04,7/14/2016 15:54,1.606
7/14/2016 16:00,1.05,7/14/2016 16:00,1.614
7/14/2016 16:06,1.08,7/14/2016 16:06,1.628
7/14/2016 16:12,1.09,7/14/2016 16:12,1.634
7/14/2016 16:18,1.1,7/14/2016 16:18,1.645
7/14/2016 16:24,1.12,7/14/2016 16:24,1.649
7/14/2016 16:30,1.12,7/14/2016 16:30,1.659
7/14/2016 16:36,1.13,7/14/2016 16:36,1.671
7/14/2016 16:42,1.14,7/14/2016 16:42,1.676
7/14/2016 16:48,1.15,7/14/2016 16:48,1.683
7/14/2016 16:54,1.15,7/14/2016 16:54,1.68
7/14/2016 17:00,1.17,7/14/2016 17:00,1.682
7/14/2016 17:06,1.17,7/14/2016 17:06,1.677
7/14/2016 17:12,1.17,7/14/2016 17:12,1.67
7/14/2016 17:18,1.17,7/14/2016 17:18,1.66
7/14/2016 17:24,1.17,7/14/2016 17:24,1.641
7/14/2016 17:30,1.16,7/14/2016 17:30,1.632
7/14/2016 17:36,1.16,7/14/2016 17:36,1.631
7/14/2016 17:42,1.15,7/14/2016 17:42,1.619
7/14/2016 17:48,1.13,7/14/2016 17:48,1.591
7/14/2016 17:54,1.12,7/14/2016 17:54,1.599
7/14/2016 18:00,1.11,7/14/2016 18:00,1.59
7/14/2016 18:06,1.09,7/14/2016 18:06,1.574
7/14/2016 18:12,1.07,7/14/2016 18:12,1.554
7/14/2016 18:18,1.06,7/14/2016 18:18,1.529
7/14/2016 18:24,1.04,7/14/2016 18:24,1.518
7/14/2016 18:30,1.02,7/14/2016 18:30,1.502
7/14/2016 18:36,0.99,7/14/2016 18:36,1.481
7/14/2016 18:42,0.97,7/14/2016 18:42,1.451
7/14/2016 18:48,0.95,7/14/2016 18:48,1.421
7/14/2016 18:54,0.92,7/14/2016 18:54,1.387
7/14/2016 19:00,0.9,7/14/2016 19:00,1.352
7/14/2016 19:06,0.87,7/14/2016 19:06,1.317
7/14/2016 19:12,0.85,7/14/2016 19:12,1.283
7/14/2016 19:18,0.83,7/14/2016 19:18,1.248
7/14/2016 19:24,0.8,7/14/2016 19:24,1.202
7/14/2016 19:30,0.79,7/14/2016 19:30,1.165
7/14/2016 19:36,0.76,7/14/2016 19:36,1.134
7/14/2016 19:42,0.75,7/14/2016 19:42,1.09
7/14/2016 19:48,0.73,7/14/2016 19:48,1.06
7/14/2016 19:54,0.71,7/14/2016 19:54,1.018
7/14/2016 20:00,0.7,7/14/2016 20:00,0.978
7/14/2016 20:06,0.7,7/14/2016 20:06,0.952
7/14/2016 20:12,0.7,7/14/2016 20:12,0.915
7/14/2016 20:18,0.7,7/14/2016 20:18,0.879
7/14/2016 20:24,0.7,7/14/2016 20:24,0.839
7/14/2016 20:30,0.7,7/14/2016 20:30,0.822
7/14/2016 20:36,0.7,7/14/2016 20:36,0.784
7/14/2016 20:42,0.7,7/14/2016 20:42,0.754
7/14/2016 20:48,0.7,7/14/2016 20:48,0.714
7/14/2016 20:54,0.7,7/14/2016 20:54,0.68
7/14/2016 21:00,0.7,7/14/2016 21:00,0.646
7/14/2016 21:06,0.7,7/14/2016 21:06,0.606
7/14/2016 21:12,0.7,7/14/2016 21:12,0.571
7/14/2016 21:18,0.7,7/14/2016 21:18,0.549
7/14/2016 21:24,0.7,7/14/2016 21:24,0.526
7/14/2016 21:30,0.7,7/14/2016 21:30,0.494
7/14/2016 21:36,0.7,7/14/2016 21:36,0.464
7/14/2016 21:42,0.7,7/14/2016 21:42,0.444
7/14/2016 21:48,0.7,7/14/2016 21:48,0.421
7/14/2016 21:54,0.7,7/14/2016 21:54,0.386
7/14/2016 22:00,0.7,7/14/2016 22:00,0.35
7/14/2016 22:06,0.7,7/14/2016 22:06,0.324
7/14/2016 22:12,0.71,7/14/2016 22:12,0.306
7/14/2016 22:18,0.7,7/14/2016 22:18,0.29
7/14/2016 22:24,0.7,7/14/2016 22:24,0.283
7/14/2016 22:30,0.71,7/14/2016 22:30,0.28
7/14/2016 22:36,0.71,7/14/2016 22:36,0.276
7/14/2016 22:42,0.71,7/14/2016 22:42,0.276
7/14/2016 22:48,0.7,7/14/2016 22:48,0.28
7/14/2016 22:54,0.71,7/14/2016 22:54,0.286
7/14/2016 23:00,0.7,7/14/2016 23:00,0.3
7/14/2016 23:06,0.7,7/14/2016 23:06,0.311
7/14/2016 23:12,0.7,7/14/2016 23:12,0.319
7/14/2016 23:18,0.7,7/14/2016 23:18,0.329
7/14/2016 23:24,0.7,7/14/2016 23:24,0.347
7/14/2016 23:30,0.7,7/14/2016 23:30,0.363
7/14/2016 23:36,0.7,7/14/2016 23:36,0.367
7/14/2016 23:42,0.7,7/14/2016 23:42,0.383
7/14/2016 23:48,0.7,7/14/2016 23:48,0.403
7/14/2016 23:54,0.7,7/14/2016 23:54,0.416
7/15/2016,0.7,7/15/2016 0:00,0.433
7/15/2016 0:06,0.7,7/15/2016 0:06,0.453
7/15/2016 0:12,0.7,7/15/2016 0:12,0.47
7/15/2016 0:18,0.7,7/15/2016 0:18,0.489
7/15/2016 0:24,0.7,7/15/2016 0:24,0.508
7/15/2016 0:30,0.7,7/15/2016 0:30,0.528
7/15/2016 0:36,0.7,7/15/2016 0:36,0.541
7/15/2016 0:42,0.69,7/15/2016 0:42,0.559
7/15/2016 0:48,0.69,7/15/2016 0:48,0.59
7/15/2016 0:54,0.69,7/15/2016 0:54,0.61
7/15/2016 1:00,0.7,7/15/2016 1:00,0.633
7/15/2016 1:06,0.69,7/15/2016 1:06,0.668
7/15/2016 1:12,0.69,7/15/2016 1:12,0.694
7/15/2016 1:18,0.7,7/15/2016 1:18,0.727
7/15/2016 1:24,0.69,7/15/2016 1:24,0.749
7/15/2016 1:30,0.69,7/15/2016 1:30,0.773
7/15/2016 1:36,0.69,7/15/2016 1:36,0.808
7/15/2016 1:42,0.7,7/15/2016 1:42,0.844
7/15/2016 1:48,0.69,7/15/2016 1:48,0.869
7/15/2016 1:54,0.69,7/15/2016 1:54,0.885
7/15/2016 2:00,0.69,7/15/2016 2:00,0.905
7/15/2016 2:06,0.69,7/15/2016 2:06,0.927
7/15/2016 2:12,0.69,7/15/2016 2:12,0.95
7/15/2016 2:18,0.69,7/15/2016 2:18,0.982
7/15/2016 2:24,0.69,7/15/2016 2:24,1.013
7/15/2016 2:30,0.69,7/15/2016 2:30,1.042
7/15/2016 2:36,0.69,7/15/2016 2:36,1.066
7/15/2016 2:42,0.69,7/15/2016 2:42,1.094
7/15/2016 2:48,0.69,7/15/2016 2:48,1.117
7/15/2016 2:54,0.69,7/15/2016 2:54,1.133
7/15/2016 3:00,0.69,7/15/2016 3:00,1.158
7/15/2016 3:06,0.69,7/15/2016 3:06,1.183
7/15/2016 3:12,0.69,7/15/2016 3:12,1.203
7/15/2016 3:18,0.69,7/15/2016 3:18,1.22
7/15/2016 3:24,0.69,7/15/2016 3:24,1.235
7/15/2016 3:30,0.69,7/15/2016 3:30,1.249
7/15/2016 3:36,0.7,7/15/2016 3:36,1.265
7/15/2016 3:42,0.72,7/15/2016 3:42,1.279
7/15/2016 3:48,0.73,7/15/2016 3:48,1.288
7/15/2016 3:54,0.75,7/15/2016 3:54,1.303
7/15/2016 4:00,0.76,7/15/2016 4:00,1.323
7/15/2016 4:06,0.77,7/15/2016 4:06,1.336
7/15/2016 4:12,0.79,7/15/2016 4:12,1.343
7/15/2016 4:18,0.8,7/15/2016 4:18,1.356
7/15/2016 4:24,0.82,7/15/2016 4:24,1.365
7/15/2016 4:30,0.84,7/15/2016 4:30,1.37
7/15/2016 4:36,0.85,7/15/2016 4:36,1.376
7/15/2016 4:42,0.86,7/15/2016 4:42,1.376
7/15/2016 4:48,0.87,7/15/2016 4:48,1.382
7/15/2016 4:54,0.88,7/15/2016 4:54,1.382
7/15/2016 5:00,0.88,7/15/2016 5:00,1.379
7/15/2016 5:06,0.88,7/15/2016 5:06,1.375
7/15/2016 5:12,0.89,7/15/2016 5:12,1.37
7/15/2016 5:18,0.89,7/15/2016 5:18,1.371
7/15/2016 5:24,0.88,7/15/2016 5:24,1.363
7/15/2016 5:30,0.88,7/15/2016 5:30,1.349
7/15/2016 5:36,0.88,7/15/2016 5:36,1.331
7/15/2016 5:42,0.87,7/15/2016 5:42,1.312
7/15/2016 5:48,0.86,7/15/2016 5:48,1.3
7/15/2016 5:54,0.85,7/15/2016 5:54,1.283
7/15/2016 6:00,0.83,7/15/2016 6:00,1.268
7/15/2016 6:06,0.81,7/15/2016 6:06,1.236
7/15/2016 6:12,0.8,7/15/2016 6:12,1.221
7/15/2016 6:18,0.78,7/15/2016 6:18,1.196
7/15/2016 6:24,0.76,7/15/2016 6:24,1.17
7/15/2016 6:30,0.74,7/15/2016 6:30,1.144
7/15/2016 6:36,0.72,7/15/2016 6:36,1.118
7/15/2016 6:42,0.7,7/15/2016 6:42,1.094
7/15/2016 6:48,0.7,7/15/2016 6:48,1.073
7/15/2016 6:54,0.7,7/15/2016 6:54,1.045
7/15/2016 7:00,0.7,7/15/2016 7:00,1.009
7/15/2016 7:06,0.7,7/15/2016 7:06,0.973
7/15/2016 7:12,0.7,7/15/2016 7:12,0.945
7/15/2016 7:18,0.7,7/15/2016 7:18,0.915
7/15/2016 7:24,0.7,7/15/2016 7:24,0.884
7/15/2016 7:30,0.7,7/15/2016 7:30,0.853
7/15/2016 7:36,0.7,7/15/2016 7:36,0.818
7/15/2016 7:42,0.7,7/15/2016 7:42,0.779
7/15/2016 7:48,0.7,7/15/2016 7:48,0.742
7/15/2016 7:54,0.7,7/15/2016 7:54,0.701
7/15/2016 8:00,0.7,7/15/2016 8:00,0.663
7/15/2016 8:06,0.7,7/15/2016 8:06,0.624
