Date / Time Sonde,Sonde_depth (m),Date/Time NOAA,NOAA Water Level Charleston Harbor (m)
7/15/2016 8:12,0.7,7/15/2016 8:12,0.59
7/15/2016 8:18,0.7,7/15/2016 8:18,0.554
7/15/2016 8:24,0.7,7/15/2016 8:24,0.523
7/15/2016 8:30,0.7,7/15/2016 8:30,0.495
7/15/2016 8:36,0.7,7/15/2016 8:36,0.468
7/15/2016 8:42,0.7,7/15/2016 8:42,0.437
7/15/2016 8:48,0.7,7/15/2016 8:48,0.411
7/15/2016 8:54,0.7,7/15/2016 8:54,0.387
7/15/2016 9:00,0.7,7/15/2016 9:00,0.363
7/15/2016 9:06,0.7,7/15/2016 9:06,0.339
7/15/2016 9:12,0.7,7/15/2016 9:12,0.323
7/15/2016 9:18,0.7,7/15/2016 9:18,0.304
7/15/2016 9:24,0.7,7/15/2016 9:24,0.291
7/15/2016 9:30,0.7,7/15/2016 9:30,0.275
7/15/2016 9:36,0.71,7/15/2016 9:36,0.26
7/15/2016 9:42,0.7,7/15/2016 9:42,0.244
7/15/2016 9:48,0.7,7/15/2016 9:48,0.23
7/15/2016 9:54,0.7,7/15/2016 9:54,0.214
7/15/2016 10:00,0.7,7/15/2016 10:00,0.198
7/15/2016 10:06,0.71,7/15/2016 10:06,0.18
7/15/2016 10:12,0.71,7/15/2016 10:12,0.164
7/15/2016 10:18,0.7,7/15/2016 10:18,0.15
7/15/2016 10:24,0.7,7/15/2016 10:24,0.139
7/15/2016 10:30,0.7,7/15/2016 10:30,0.132
7/15/2016 10:36,0.7,7/15/2016 10:36,0.123
7/15/2016 10:42,0.7,7/15/2016 10:42,0.112
7/15/2016 10:48,0.7,7/15/2016 10:48,0.117
7/15/2016 10:54,0.71,7/15/2016 10:54,0.119
7/15/2016 11:00,0.7,7/15/2016 11:00,0.124
7/15/2016 11:06,0.7,7/15/2016 11:06,0.128
7/15/2016 11:12,0.7,7/15/2016 11:12,0.14
7/15/2016 11:18,0.7,7/15/2016 11:18,0.144
7/15/2016 11:24,0.71,7/15/2016 11:24,0.15
7/15/2016 11:30,0.71,7/15/2016 11:30,0.159
7/15/2016 11:36,0.71,7/15/2016 11:36,0.164
7/15/2016 11:42,0.71,7/15/2016 11:42,0.165
7/15/2016 11:48,0.71,7/15/2016 11:48,0.171
7/15/2016 11:54,0.71,7/15/2016 11:54,0.175
7/15/2016 12:00,0.71,7/15/2016 12:00,0.185
7/15/2016 12:06,0.71,7/15/2016 12:06,0.194
7/15/2016 12:12,0.71,7/15/2016 12:12,0.212
7/15/2016 12:18,0.71,7/15/2016 12:18,0.234
7/15/2016 12:24,0.71,7/15/2016 12:24,0.255
7/15/2016 12:30,0.7,7/15/2016 12:30,0.281
7/15/2016 12:36,0.7,7/15/2016 12:36,0.311
7/15/2016 12:42,0.7,7/15/2016 12:42,0.341
7/15/2016 12:48,0.7,7/15/2016 12:48,0.371
7/15/2016 12:54,0.7,7/15/2016 12:54,0.398
7/15/2016 13:00,0.7,7/15/2016 13:00,0.431
7/15/2016 13:06,0.7,7/15/2016 13:06,0.462
7/15/2016 13:12,0.7,7/15/2016 13:12,0.491
7/15/2016 13:18,0.7,7/15/2016 13:18,0.518
7/15/2016 13:24,0.7,7/15/2016 13:24,0.546
7/15/2016 13:30,0.7,7/15/2016 13:30,0.578
7/15/2016 13:36,0.7,7/15/2016 13:36,0.613
7/15/2016 13:42,0.7,7/15/2016 13:42,0.646
7/15/2016 13:48,0.7,7/15/2016 13:48,0.681
7/15/2016 13:54,0.69,7/15/2016 13:54,0.724
7/15/2016 14:00,0.7,7/15/2016 14:00,0.767
7/15/2016 14:06,0.69,7/15/2016 14:06,0.806
7/15/2016 14:12,0.69,7/15/2016 14:12,0.843
7/15/2016 14:18,0.69,7/15/2016 14:18,0.882
7/15/2016 14:24,0.69,7/15/2016 14:24,0.922
7/15/2016 14:30,0.69,7/15/2016 14:30,0.961
7/15/2016 14:36,0.68,7/15/2016 14:36,1.005
7/15/2016 14:42,0.69,7/15/2016 14:42,1.047
7/15/2016 14:48,0.68,7/15/2016 14:48,1.088
7/15/2016 14:54,0.69,7/15/2016 14:54,1.123
7/15/2016 15:00,0.68,7/15/2016 15:00,1.155
7/15/2016 15:06,0.68,7/15/2016 15:06,1.191
7/15/2016 15:12,0.68,7/15/2016 15:12,1.224
7/15/2016 15:18,0.68,7/15/2016 15:18,1.254
7/15/2016 15:24,0.68,7/15/2016 15:24,1.285
7/15/2016 15:30,0.68,7/15/2016 15:30,1.311
7/15/2016 15:36,0.69,7/15/2016 15:36,1.337
7/15/2016 15:42,0.72,7/15/2016 15:42,1.361
7/15/2016 15:48,0.75,7/15/2016 15:48,1.385
7/15/2016 15:54,0.77,7/15/2016 15:54,1.41
7/15/2016 16:00,0.79,7/15/2016 16:00,1.433
7/15/2016 16:06,0.82,7/15/2016 16:06,1.455
7/15/2016 16:12,0.84,7/15/2016 16:12,1.477
7/15/2016 16:18,0.86,7/15/2016 16:18,1.491
7/15/2016 16:24,0.89,7/15/2016 16:24,1.509
7/15/2016 16:30,0.91,7/15/2016 16:30,1.531
7/15/2016 16:36,0.93,7/15/2016 16:36,1.553
7/15/2016 16:42,0.95,7/15/2016 16:42,1.562
7/15/2016 16:48,0.97,7/15/2016 16:48,1.572
7/15/2016 16:54,1,7/15/2016 16:54,1.589
7/15/2016 17:00,1.01,7/15/2016 17:00,1.598
7/15/2016 17:06,1.03,7/15/2016 17:06,1.6
7/15/2016 17:12,1.05,7/15/2016 17:12,1.616
7/15/2016 17:18,1.07,7/15/2016 17:18,1.596
7/15/2016 17:24,1.08,7/15/2016 17:24,1.63
7/15/2016 17:30,1.09,7/15/2016 17:30,1.631
7/15/2016 17:36,1.1,7/15/2016 17:36,1.64
7/15/2016 17:42,1.11,7/15/2016 17:42,1.653
7/15/2016 17:48,1.12,7/15/2016 17:48,1.641
7/15/2016 17:54,1.13,7/15/2016 17:54,1.652
7/15/2016 18:00,1.13,7/15/2016 18:00,1.658
7/15/2016 18:06,1.14,7/15/2016 18:06,1.643
7/15/2016 18:12,1.14,7/15/2016 18:12,1.628
7/15/2016 18:18,1.14,7/15/2016 18:18,1.613
7/15/2016 18:24,1.13,7/15/2016 18:24,1.612
7/15/2016 18:30,1.12,7/15/2016 18:30,1.601
7/15/2016 18:36,1.12,7/15/2016 18:36,1.582
7/15/2016 18:42,1.1,7/15/2016 18:42,1.565
7/15/2016 18:48,1.09,7/15/2016 18:48,1.555
7/15/2016 18:54,1.07,7/15/2016 18:54,1.53
7/15/2016 19:00,1.06,7/15/2016 19:00,1.508
7/15/2016 19:06,1.04,7/15/2016 19:06,1.482
7/15/2016 19:12,1.02,7/15/2016 19:12,1.46
7/15/2016 19:18,1,7/15/2016 19:18,1.441
7/15/2016 19:24,0.98,7/15/2016 19:24,1.412
7/15/2016 19:30,0.96,7/15/2016 19:30,1.388
7/15/2016 19:36,0.94,7/15/2016 19:36,1.356
7/15/2016 19:42,0.91,7/15/2016 19:42,1.326
7/15/2016 19:48,0.89,7/15/2016 19:48,1.292
7/15/2016 19:54,0.87,7/15/2016 19:54,1.254
7/15/2016 20:00,0.85,7/15/2016 20:00,1.217
7/15/2016 20:06,0.83,7/15/2016 20:06,1.182
7/15/2016 20:12,0.81,7/15/2016 20:12,1.141
7/15/2016 20:18,0.78,7/15/2016 20:18,1.1
7/15/2016 20:24,0.76,7/15/2016 20:24,1.068
7/15/2016 20:30,0.74,7/15/2016 20:30,1.036
7/15/2016 20:36,0.72,7/15/2016 20:36,1.005
7/15/2016 20:42,0.71,7/15/2016 20:42,0.97
7/15/2016 20:48,0.71,7/15/2016 20:48,0.935
7/15/2016 20:54,0.7,7/15/2016 20:54,0.904
7/15/2016 21:00,0.7,7/15/2016 21:00,0.866
7/15/2016 21:06,0.7,7/15/2016 21:06,0.826
7/15/2016 21:12,0.7,7/15/2016 21:12,0.787
7/15/2016 21:18,0.71,7/15/2016 21:18,0.751
7/15/2016 21:24,0.7,7/15/2016 21:24,0.714
7/15/2016 21:30,0.7,7/15/2016 21:30,0.674
7/15/2016 21:36,0.7,7/15/2016 21:36,0.641
7/15/2016 21:42,0.7,7/15/2016 21:42,0.609
7/15/2016 21:48,0.7,7/15/2016 21:48,0.575
7/15/2016 21:54,0.7,7/15/2016 21:54,0.544
7/15/2016 22:00,0.7,7/15/2016 22:00,0.51
7/15/2016 22:06,0.7,7/15/2016 22:06,0.476
7/15/2016 22:12,0.7,7/15/2016 22:12,0.444
7/15/2016 22:18,0.7,7/15/2016 22:18,0.415
7/15/2016 22:24,0.7,7/15/2016 22:24,0.395
7/15/2016 22:30,0.7,7/15/2016 22:30,0.375
7/15/2016 22:36,0.7,7/15/2016 22:36,0.361
7/15/2016 22:42,0.71,7/15/2016 22:42,0.345
7/15/2016 22:48,0.7,7/15/2016 22:48,0.333
7/15/2016 22:54,0.7,7/15/2016 22:54,0.318
7/15/2016 23:00,0.7,7/15/2016 23:00,0.301
7/15/2016 23:06,0.71,7/15/2016 23:06,0.307
7/15/2016 23:12,0.7,7/15/2016 23:12,0.32
7/15/2016 23:18,0.71,7/15/2016 23:18,0.301
7/15/2016 23:24,0.71,7/15/2016 23:24,0.262
7/15/2016 23:30,0.71,7/15/2016 23:30,0.219
7/15/2016 23:36,0.71,7/15/2016 23:36,0.177
7/15/2016 23:42,0.71,7/15/2016 23:42,0.127
7/15/2016 23:48,0.71,7/15/2016 23:48,0.093
7/15/2016 23:54,0.71,7/15/2016 23:54,0.077
7/16/2016,0.71,7/16/2016 0:00,0.08
7/16/2016 0:06,0.71,7/16/2016 0:06,0.104
7/16/2016 0:12,0.71,7/16/2016 0:12,0.133
7/16/2016 0:18,0.71,7/16/2016 0:18,0.166
7/16/2016 0:24,0.71,7/16/2016 0:24,0.194
7/16/2016 0:30,0.71,7/16/2016 0:30,0.225
7/16/2016 0:36,0.71,7/16/2016 0:36,0.254
7/16/2016 0:42,0.71,7/16/2016 0:42,0.28
7/16/2016 0:48,0.71,7/16/2016 0:48,0.3
7/16/2016 0:54,0.71,7/16/2016 0:54,0.315
7/16/2016 1:00,0.71,7/16/2016 1:00,0.338
7/16/2016 1:06,0.71,7/16/2016 1:06,0.364
7/16/2016 1:12,0.71,7/16/2016 1:12,0.391
7/16/2016 1:18,0.71,7/16/2016 1:18,0.419
7/16/2016 1:24,0.71,7/16/2016 1:24,0.453
7/16/2016 1:30,0.71,7/16/2016 1:30,0.489
7/16/2016 1:36,0.7,7/16/2016 1:36,0.519
7/16/2016 1:42,0.7,7/16/2016 1:42,0.547
7/16/2016 1:48,0.7,7/16/2016 1:48,0.582
7/16/2016 1:54,0.7,7/16/2016 1:54,0.629
7/16/2016 2:00,0.71,7/16/2016 2:00,0.659
7/16/2016 2:06,0.7,7/16/2016 2:06,0.688
7/16/2016 2:12,0.7,7/16/2016 2:12,0.733
7/16/2016 2:18,0.7,7/16/2016 2:18,0.768
7/16/2016 2:24,0.7,7/16/2016 2:24,0.805
7/16/2016 2:30,0.7,7/16/2016 2:30,0.833
7/16/2016 2:36,0.7,7/16/2016 2:36,0.865
7/16/2016 2:42,0.7,7/16/2016 2:42,0.897
7/16/2016 2:48,0.7,7/16/2016 2:48,0.924
7/16/2016 2:54,0.7,7/16/2016 2:54,0.955
7/16/2016 3:00,0.7,7/16/2016 3:00,0.991
7/16/2016 3:06,0.7,7/16/2016 3:06,1.025
7/16/2016 3:12,0.7,7/16/2016 3:12,1.054
7/16/2016 3:18,0.7,7/16/2016 3:18,1.079
7/16/2016 3:24,0.7,7/16/2016 3:24,1.099
7/16/2016 3:30,0.7,7/16/2016 3:30,1.122
7/16/2016 3:36,0.7,7/16/2016 3:36,1.143
7/16/2016 3:42,0.69,7/16/2016 3:42,1.163
7/16/2016 3:48,0.7,7/16/2016 3:48,1.184
7/16/2016 3:54,0.7,7/16/2016 3:54,1.202
7/16/2016 4:00,0.7,7/16/2016 4:00,1.221
7/16/2016 4:06,0.7,7/16/2016 4:06,1.244
7/16/2016 4:12,0.7,7/16/2016 4:12,1.271
7/16/2016 4:18,0.7,7/16/2016 4:18,1.299
7/16/2016 4:24,0.72,7/16/2016 4:24,1.322
7/16/2016 4:30,0.75,7/16/2016 4:30,1.336
7/16/2016 4:36,0.76,7/16/2016 4:36,1.342
7/16/2016 4:42,0.78,7/16/2016 4:42,1.341
7/16/2016 4:48,0.8,7/16/2016 4:48,1.349
7/16/2016 4:54,0.82,7/16/2016 4:54,1.36
7/16/2016 5:00,0.83,7/16/2016 5:00,1.37
7/16/2016 5:06,0.85,7/16/2016 5:06,1.38
7/16/2016 5:12,0.86,7/16/2016 5:12,1.397
7/16/2016 5:18,0.88,7/16/2016 5:18,1.39
7/16/2016 5:24,0.89,7/16/2016 5:24,1.386
7/16/2016 5:30,0.9,7/16/2016 5:30,1.38
7/16/2016 5:36,0.91,7/16/2016 5:36,1.372
7/16/2016 5:42,0.92,7/16/2016 5:42,1.39
7/16/2016 5:48,0.92,7/16/2016 5:48,1.391
7/16/2016 5:54,0.92,7/16/2016 5:54,1.397
7/16/2016 6:00,0.93,7/16/2016 6:00,1.393
7/16/2016 6:06,0.93,7/16/2016 6:06,1.376
7/16/2016 6:12,0.92,7/16/2016 6:12,1.373
7/16/2016 6:18,0.92,7/16/2016 6:18,1.37
7/16/2016 6:24,0.91,7/16/2016 6:24,1.36
7/16/2016 6:30,0.9,7/16/2016 6:30,1.353
7/16/2016 6:36,0.89,7/16/2016 6:36,1.348
7/16/2016 6:42,0.88,7/16/2016 6:42,1.344
7/16/2016 6:48,0.86,7/16/2016 6:48,1.338
7/16/2016 6:54,0.85,7/16/2016 6:54,1.33
7/16/2016 7:00,0.84,7/16/2016 7:00,1.318
7/16/2016 7:06,0.82,7/16/2016 7:06,1.301
7/16/2016 7:12,0.81,7/16/2016 7:12,1.276
7/16/2016 7:18,0.8,7/16/2016 7:18,1.251
7/16/2016 7:24,0.78,7/16/2016 7:24,1.229
7/16/2016 7:30,0.77,7/16/2016 7:30,1.202
7/16/2016 7:36,0.75,7/16/2016 7:36,1.176
7/16/2016 7:42,0.73,7/16/2016 7:42,1.146
7/16/2016 7:48,0.72,7/16/2016 7:48,1.112
7/16/2016 7:54,0.72,7/16/2016 7:54,1.078
7/16/2016 8:00,0.72,7/16/2016 8:00,1.043
7/16/2016 8:06,0.72,7/16/2016 8:06,1.011
7/16/2016 8:12,0.72,7/16/2016 8:12,0.982
7/16/2016 8:18,0.72,7/16/2016 8:18,0.955
7/16/2016 8:24,0.72,7/16/2016 8:24,0.921
7/16/2016 8:30,0.72,7/16/2016 8:30,0.89
7/16/2016 8:36,0.72,7/16/2016 8:36,0.855
7/16/2016 8:42,0.72,7/16/2016 8:42,0.828
7/16/2016 8:48,0.72,7/16/2016 8:48,0.784
7/16/2016 8:54,0.72,7/16/2016 8:54,0.772
7/16/2016 9:00,0.72,7/16/2016 9:00,0.726
7/16/2016 9:06,0.72,7/16/2016 9:06,0.688
7/16/2016 9:12,0.72,7/16/2016 9:12,0.639
7/16/2016 9:18,0.72,7/16/2016 9:18,0.596
7/16/2016 9:24,0.72,7/16/2016 9:24,0.565
7/16/2016 9:30,0.72,7/16/2016 9:30,0.535
7/16/2016 9:36,0.72,7/16/2016 9:36,0.508
7/16/2016 9:42,0.72,7/16/2016 9:42,0.484
7/16/2016 9:48,0.72,7/16/2016 9:48,0.457
7/16/2016 9:54,0.72,7/16/2016 9:54,0.428
7/16/2016 10:00,0.72,7/16/2016 10:00,0.402
7/16/2016 10:06,0.72,7/16/2016 10:06,0.376
7/16/2016 10:12,0.72,7/16/2016 10:12,0.349
7/16/2016 10:18,0.72,7/16/2016 10:18,0.319
7/16/2016 10:24,0.72,7/16/2016 10:24,0.288
7/16/2016 10:30,0.72,7/16/2016 10:30,0.265
7/16/2016 10:36,0.72,7/16/2016 10:36,0.241
7/16/2016 10:42,0.72,7/16/2016 10:42,0.22
7/16/2016 10:48,0.72,7/16/2016 10:48,0.206
7/16/2016 10:54,0.72,7/16/2016 10:54,0.195
7/16/2016 11:00,0.72,7/16/2016 11:00,0.188
7/16/2016 11:06,0.73,7/16/2016 11:06,0.175
7/16/2016 11:12,0.73,7/16/2016 11:12,0.168
7/16/2016 11:18,0.73,7/16/2016 11:18,0.163
7/16/2016 11:24,0.73,7/16/2016 11:24,0.16
7/16/2016 11:30,0.73,7/16/2016 11:30,0.155
7/16/2016 11:36,0.73,7/16/2016 11:36,0.152
7/16/2016 11:42,0.73,7/16/2016 11:42,0.151
7/16/2016 11:48,0.73,7/16/2016 11:48,0.143
7/16/2016 11:54,0.73,7/16/2016 11:54,0.135
7/16/2016 12:00,0.73,7/16/2016 12:00,0.129
7/16/2016 12:06,0.73,7/16/2016 12:06,0.126
7/16/2016 12:12,0.72,7/16/2016 12:12,0.133
7/16/2016 12:18,0.72,7/16/2016 12:18,0.135
7/16/2016 12:24,0.73,7/16/2016 12:24,0.14
7/16/2016 12:30,0.72,7/16/2016 12:30,0.156
7/16/2016 12:36,0.73,7/16/2016 12:36,0.172
7/16/2016 12:42,0.72,7/16/2016 12:42,0.181
7/16/2016 12:48,0.72,7/16/2016 12:48,0.195
7/16/2016 12:54,0.72,7/16/2016 12:54,0.211
7/16/2016 13:00,0.72,7/16/2016 13:00,0.236
7/16/2016 13:06,0.72,7/16/2016 13:06,0.259
7/16/2016 13:12,0.72,7/16/2016 13:12,0.287
7/16/2016 13:18,0.72,7/16/2016 13:18,0.315
7/16/2016 13:24,0.72,7/16/2016 13:24,0.355
7/16/2016 13:30,0.72,7/16/2016 13:30,0.389
7/16/2016 13:36,0.72,7/16/2016 13:36,0.419
7/16/2016 13:42,0.72,7/16/2016 13:42,0.448
7/16/2016 13:48,0.72,7/16/2016 13:48,0.48
7/16/2016 13:54,0.72,7/16/2016 13:54,0.512
7/16/2016 14:00,0.72,7/16/2016 14:00,0.539
7/16/2016 14:06,0.72,7/16/2016 14:06,0.575
7/16/2016 14:12,0.71,7/16/2016 14:12,0.617
7/16/2016 14:18,0.71,7/16/2016 14:18,0.658
7/16/2016 14:24,0.71,7/16/2016 14:24,0.7
7/16/2016 14:30,0.71,7/16/2016 14:30,0.741
7/16/2016 14:36,0.72,7/16/2016 14:36,0.784
7/16/2016 14:42,0.71,7/16/2016 14:42,0.826
7/16/2016 14:48,0.71,7/16/2016 14:48,0.866
7/16/2016 14:54,0.71,7/16/2016 14:54,0.908
7/16/2016 15:00,0.71,7/16/2016 15:00,0.947
7/16/2016 15:06,0.71,7/16/2016 15:06,0.992
7/16/2016 15:12,0.71,7/16/2016 15:12,1.034
7/16/2016 15:18,0.71,7/16/2016 15:18,1.076
7/16/2016 15:24,0.71,7/16/2016 15:24,1.116
7/16/2016 15:30,0.71,7/16/2016 15:30,1.146
7/16/2016 15:36,0.71,7/16/2016 15:36,1.178
7/16/2016 15:42,0.71,7/16/2016 15:42,1.21
7/16/2016 15:48,0.7,7/16/2016 15:48,1.244
7/16/2016 15:54,0.7,7/16/2016 15:54,1.275
7/16/2016 16:00,0.7,7/16/2016 16:00,1.305
7/16/2016 16:06,0.7,7/16/2016 16:06,1.337
7/16/2016 16:12,0.73,7/16/2016 16:12,1.37
7/16/2016 16:18,0.76,7/16/2016 16:18,1.402
7/16/2016 16:24,0.78,7/16/2016 16:24,1.437
7/16/2016 16:30,0.81,7/16/2016 16:30,1.471
7/16/2016 16:36,0.83,7/16/2016 16:36,1.497
7/16/2016 16:42,0.86,7/16/2016 16:42,1.523
7/16/2016 16:48,0.89,7/16/2016 16:48,1.56
7/16/2016 16:54,0.92,7/16/2016 16:54,1.581
7/16/2016 17:00,0.95,7/16/2016 17:00,1.586
7/16/2016 17:06,0.99,7/16/2016 17:06,1.631
7/16/2016 17:12,1.01,7/16/2016 17:12,1.647
7/16/2016 17:18,1.03,7/16/2016 17:18,1.664
7/16/2016 17:24,1.06,7/16/2016 17:24,1.656
7/16/2016 17:30,1.09,7/16/2016 17:30,1.664
7/16/2016 17:36,1.11,7/16/2016 17:36,1.679
7/16/2016 17:42,1.13,7/16/2016 17:42,1.689
7/16/2016 17:48,1.15,7/16/2016 17:48,1.688
7/16/2016 17:54,1.17,7/16/2016 17:54,1.687
7/16/2016 18:00,1.19,7/16/2016 18:00,1.696
7/16/2016 18:06,1.2,7/16/2016 18:06,1.7
7/16/2016 18:12,1.22,7/16/2016 18:12,1.703
7/16/2016 18:18,1.23,7/16/2016 18:18,1.706
7/16/2016 18:24,1.24,7/16/2016 18:24,1.711
7/16/2016 18:30,1.24,7/16/2016 18:30,1.714
7/16/2016 18:36,1.25,7/16/2016 18:36,1.707
7/16/2016 18:42,1.25,7/16/2016 18:42,1.702
7/16/2016 18:48,1.25,7/16/2016 18:48,1.705
7/16/2016 18:54,1.25,7/16/2016 18:54,1.707
7/16/2016 19:00,1.25,7/16/2016 19:00,1.702
7/16/2016 19:06,1.24,7/16/2016 19:06,1.69
7/16/2016 19:12,1.23,7/16/2016 19:12,1.677
7/16/2016 19:18,1.21,7/16/2016 19:18,1.663
7/16/2016 19:24,1.2,7/16/2016 19:24,1.645
7/16/2016 19:30,1.18,7/16/2016 19:30,1.619
7/16/2016 19:36,1.17,7/16/2016 19:36,1.6
7/16/2016 19:42,1.15,7/16/2016 19:42,1.577
7/16/2016 19:48,1.13,7/16/2016 19:48,1.559
7/16/2016 19:54,1.1,7/16/2016 19:54,1.535
7/16/2016 20:00,1.09,7/16/2016 20:00,1.51
7/16/2016 20:06,1.06,7/16/2016 20:06,1.49
7/16/2016 20:12,1.04,7/16/2016 20:12,1.468
7/16/2016 20:18,1.02,7/16/2016 20:18,1.444
7/16/2016 20:24,0.99,7/16/2016 20:24,1.412
7/16/2016 20:30,0.97,7/16/2016 20:30,1.386
7/16/2016 20:36,0.95,7/16/2016 20:36,1.353
7/16/2016 20:42,0.93,7/16/2016 20:42,1.298
7/16/2016 20:48,0.91,7/16/2016 20:48,1.283
7/16/2016 20:54,0.88,7/16/2016 20:54,1.236
7/16/2016 21:00,0.86,7/16/2016 21:00,1.212
7/16/2016 21:06,0.84,7/16/2016 21:06,1.171
7/16/2016 21:12,0.82,7/16/2016 21:12,1.142
7/16/2016 21:18,0.8,7/16/2016 21:18,1.109
7/16/2016 21:24,0.77,7/16/2016 21:24,1.061
7/16/2016 21:30,0.76,7/16/2016 21:30,1.026
7/16/2016 21:36,0.75,7/16/2016 21:36,0.984
7/16/2016 21:42,0.74,7/16/2016 21:42,0.941
7/16/2016 21:48,0.74,7/16/2016 21:48,0.901
7/16/2016 21:54,0.74,7/16/2016 21:54,0.859
7/16/2016 22:00,0.74,7/16/2016 22:00,0.818
7/16/2016 22:06,0.74,7/16/2016 22:06,0.772
7/16/2016 22:12,0.74,7/16/2016 22:12,0.733
7/16/2016 22:18,0.74,7/16/2016 22:18,0.698
7/16/2016 22:24,0.74,7/16/2016 22:24,0.661
7/16/2016 22:30,0.75,7/16/2016 22:30,0.629
7/16/2016 22:36,0.75,7/16/2016 22:36,0.593
7/16/2016 22:42,0.75,7/16/2016 22:42,0.555
7/16/2016 22:48,0.75,7/16/2016 22:48,0.516
7/16/2016 22:54,0.75,7/16/2016 22:54,0.481
7/16/2016 23:00,0.75,7/16/2016 23:00,0.449
7/16/2016 23:06,0.75,7/16/2016 23:06,0.42
7/16/2016 23:12,0.74,7/16/2016 23:12,0.388
7/16/2016 23:18,0.74,7/16/2016 23:18,0.357
7/16/2016 23:24,0.74,7/16/2016 23:24,0.327
7/16/2016 23:30,0.74,7/16/2016 23:30,0.301
7/16/2016 23:36,0.74,7/16/2016 23:36,0.274
7/16/2016 23:42,0.74,7/16/2016 23:42,0.246
7/16/2016 23:48,0.75,7/16/2016 23:48,0.22
7/16/2016 23:54,0.75,7/16/2016 23:54,0.201
7/17/2016,0.75,7/17/2016 0:00,0.188
7/17/2016 0:06,0.75,7/17/2016 0:06,0.176
7/17/2016 0:12,0.75,7/17/2016 0:12,0.165
7/17/2016 0:18,0.75,7/17/2016 0:18,0.156
7/17/2016 0:24,0.75,7/17/2016 0:24,0.156
7/17/2016 0:30,0.75,7/17/2016 0:30,0.154
7/17/2016 0:36,0.75,7/17/2016 0:36,0.146
7/17/2016 0:42,0.75,7/17/2016 0:42,0.136
7/17/2016 0:48,0.75,7/17/2016 0:48,0.129
7/17/2016 0:54,0.75,7/17/2016 0:54,0.124
7/17/2016 1:00,0.75,7/17/2016 1:00,0.121
7/17/2016 1:06,0.75,7/17/2016 1:06,0.128
7/17/2016 1:12,0.75,7/17/2016 1:12,0.152
7/17/2016 1:18,0.75,7/17/2016 1:18,0.17
7/17/2016 1:24,0.75,7/17/2016 1:24,0.185
7/17/2016 1:30,0.75,7/17/2016 1:30,0.197
7/17/2016 1:36,0.75,7/17/2016 1:36,0.214
7/17/2016 1:42,0.75,7/17/2016 1:42,0.233
7/17/2016 1:48,0.75,7/17/2016 1:48,0.267
7/17/2016 1:54,0.74,7/17/2016 1:54,0.285
7/17/2016 2:00,0.74,7/17/2016 2:00,0.313
7/17/2016 2:06,0.75,7/17/2016 2:06,0.335
7/17/2016 2:12,0.75,7/17/2016 2:12,0.36
7/17/2016 2:18,0.75,7/17/2016 2:18,0.38
7/17/2016 2:24,0.75,7/17/2016 2:24,0.408
7/17/2016 2:30,0.75,7/17/2016 2:30,0.436
7/17/2016 2:36,0.75,7/17/2016 2:36,0.465
7/17/2016 2:42,0.75,7/17/2016 2:42,0.504
7/17/2016 2:48,0.75,7/17/2016 2:48,0.541
7/17/2016 2:54,0.75,7/17/2016 2:54,0.561
7/17/2016 3:00,0.74,7/17/2016 3:00,0.595
7/17/2016 3:06,0.74,7/17/2016 3:06,0.622
7/17/2016 3:12,0.74,7/17/2016 3:12,0.662
7/17/2016 3:18,0.74,7/17/2016 3:18,0.696
7/17/2016 3:24,0.74,7/17/2016 3:24,0.732
7/17/2016 3:30,0.74,7/17/2016 3:30,0.764
7/17/2016 3:36,0.74,7/17/2016 3:36,0.805
7/17/2016 3:42,0.74,7/17/2016 3:42,0.845
7/17/2016 3:48,0.74,7/17/2016 3:48,0.881
7/17/2016 3:54,0.73,7/17/2016 3:54,0.93
7/17/2016 4:00,0.73,7/17/2016 4:00,0.977
7/17/2016 4:06,0.73,7/17/2016 4:06,1.015
7/17/2016 4:12,0.73,7/17/2016 4:12,1.046
7/17/2016 4:18,0.73,7/17/2016 4:18,1.07
7/17/2016 4:24,0.73,7/17/2016 4:24,1.092
7/17/2016 4:30,0.73,7/17/2016 4:30,1.113
