Date / Time Sonde,Sonde_depth (m),Date/Time NOAA,NOAA Water Level Charleston Harbor (m)
7/20/2016 21:00,1.44,7/20/2016 21:00,1.917
7/20/2016 21:06,1.46,7/20/2016 21:06,1.91
7/20/2016 21:12,1.47,7/20/2016 21:12,1.914
7/20/2016 21:18,1.48,7/20/2016 21:18,1.913
7/20/2016 21:24,1.49,7/20/2016 21:24,1.914
7/20/2016 21:30,1.49,7/20/2016 21:30,1.93
7/20/2016 21:36,1.49,7/20/2016 21:36,1.931
7/20/2016 21:42,1.49,7/20/2016 21:42,1.907
7/20/2016 21:48,1.49,7/20/2016 21:48,1.92
7/20/2016 21:54,1.48,7/20/2016 21:54,1.902
7/20/2016 22:00,1.48,7/20/2016 22:00,1.897
7/20/2016 22:06,1.47,7/20/2016 22:06,1.883
7/20/2016 22:12,1.45,7/20/2016 22:12,1.87
7/20/2016 22:18,1.44,7/20/2016 22:18,1.856
7/20/2016 22:24,1.42,7/20/2016 22:24,1.843
7/20/2016 22:30,1.39,7/20/2016 22:30,1.829
7/20/2016 22:36,1.37,7/20/2016 22:36,1.803
7/20/2016 22:42,1.35,7/20/2016 22:42,1.771
7/20/2016 22:48,1.33,7/20/2016 22:48,1.735
7/20/2016 22:54,1.31,7/20/2016 22:54,1.699
7/20/2016 23:00,1.28,7/20/2016 23:00,1.661
7/20/2016 23:06,1.25,7/20/2016 23:06,1.622
7/20/2016 23:12,1.22,7/20/2016 23:12,1.58
7/20/2016 23:18,1.19,7/20/2016 23:18,1.545
7/20/2016 23:24,1.16,7/20/2016 23:24,1.506
7/20/2016 23:30,1.13,7/20/2016 23:30,1.467
7/20/2016 23:36,1.1,7/20/2016 23:36,1.429
7/20/2016 23:42,1.07,7/20/2016 23:42,1.394
7/20/2016 23:48,1.04,7/20/2016 23:48,1.352
7/20/2016 23:54,1,7/20/2016 23:54,1.309
7/21/2016,0.97,7/21/2016 0:00,1.268
7/21/2016 0:06,0.94,7/21/2016 0:06,1.229
7/21/2016 0:12,0.92,7/21/2016 0:12,1.192
7/21/2016 0:18,0.89,7/21/2016 0:18,1.15
7/21/2016 0:24,0.87,7/21/2016 0:24,1.105
7/21/2016 0:30,0.84,7/21/2016 0:30,1.057
7/21/2016 0:36,0.81,7/21/2016 0:36,1.007
7/21/2016 0:42,0.79,7/21/2016 0:42,0.955
7/21/2016 0:48,0.77,7/21/2016 0:48,0.904
7/21/2016 0:54,0.75,7/21/2016 0:54,0.857
7/21/2016 1:00,0.74,7/21/2016 1:00,0.81
7/21/2016 1:06,0.74,7/21/2016 1:06,0.764
7/21/2016 1:12,0.74,7/21/2016 1:12,0.715
7/21/2016 1:18,0.74,7/21/2016 1:18,0.666
7/21/2016 1:24,0.74,7/21/2016 1:24,0.62
7/21/2016 1:30,0.73,7/21/2016 1:30,0.578
7/21/2016 1:36,0.73,7/21/2016 1:36,0.537
7/21/2016 1:42,0.73,7/21/2016 1:42,0.494
7/21/2016 1:48,0.73,7/21/2016 1:48,0.45
7/21/2016 1:54,0.73,7/21/2016 1:54,0.408
,,7/21/2016 2:00,0.365
,,7/21/2016 2:06,0.323
,,7/21/2016 2:12,0.287
,,7/21/2016 2:18,0.252
,,7/21/2016 2:24,0.219
,,7/21/2016 2:30,0.19
,,7/21/2016 2:36,0.164
,,7/21/2016 2:42,0.14
,,7/21/2016 2:48,0.117
,,7/21/2016 2:54,0.097
,,7/21/2016 3:00,0.081
,,7/21/2016 3:06,0.062
,,7/21/2016 3:12,0.047
,,7/21/2016 3:18,0.029
,,7/21/2016 3:24,0.019
,,7/21/2016 3:30,0.013
,,7/21/2016 3:36,0.013
,,7/21/2016 3:42,0.015
,,7/21/2016 3:48,0.021
,,7/21/2016 3:54,0.027
,,7/21/2016 4:00,0.03
,,7/21/2016 4:06,0.041
,,7/21/2016 4:12,0.057
,,7/21/2016 4:18,0.08
,,7/21/2016 4:24,0.104
,,7/21/2016 4:30,0.127
,,7/21/2016 4:36,0.151
,,7/21/2016 4:42,0.179
,,7/21/2016 4:48,0.21
,,7/21/2016 4:54,0.245
,,7/21/2016 5:00,0.277
,,7/21/2016 5:06,0.312
,,7/21/2016 5:12,0.352
,,7/21/2016 5:18,0.394
,,7/21/2016 5:24,0.433
,,7/21/2016 5:30,0.475
,,7/21/2016 5:36,0.515
,,7/21/2016 5:42,0.56
,,7/21/2016 5:48,0.605
,,7/21/2016 5:54,0.651
,,7/21/2016 6:00,0.704
,,7/21/2016 6:06,0.753
,,7/21/2016 6:12,0.804
,,7/21/2016 6:18,0.852
,,7/21/2016 6:24,0.902
,,7/21/2016 6:30,0.952
,,7/21/2016 6:36,0.999
,,7/21/2016 6:42,1.041
,,7/21/2016 6:48,1.081
,,7/21/2016 6:54,1.122
,,7/21/2016 7:00,1.164
,,7/21/2016 7:06,1.205
,,7/21/2016 7:12,1.24
,,7/21/2016 7:18,1.275
,,7/21/2016 7:24,1.305
,,7/21/2016 7:30,1.334
,,7/21/2016 7:36,1.364
,,7/21/2016 7:42,1.391
,,7/21/2016 7:48,1.424
,,7/21/2016 7:54,1.448
,,7/21/2016 8:00,1.468
,,7/21/2016 8:06,1.493
,,7/21/2016 8:12,1.513
,,7/21/2016 8:18,1.531
,,7/21/2016 8:24,1.55
,,7/21/2016 8:30,1.568
,,7/21/2016 8:36,1.59
,,7/21/2016 8:42,1.607
,,7/21/2016 8:48,1.625
,,7/21/2016 8:54,1.636
,,7/21/2016 9:00,1.642
,,7/21/2016 9:06,1.646
,,7/21/2016 9:12,1.648
,,7/21/2016 9:18,1.653
,,7/21/2016 9:24,1.657
,,7/21/2016 9:30,1.659
,,7/21/2016 9:36,1.662
,,7/21/2016 9:42,1.667
,,7/21/2016 9:48,1.668
,,7/21/2016 9:54,1.664
,,7/21/2016 10:00,1.655
,,7/21/2016 10:06,1.647
,,7/21/2016 10:12,1.643
,,7/21/2016 10:18,1.634
,,7/21/2016 10:24,1.623
,,7/21/2016 10:30,1.605
,,7/21/2016 10:36,1.589
,,7/21/2016 10:42,1.571
,,7/21/2016 10:48,1.553
,,7/21/2016 10:54,1.529
,,7/21/2016 11:00,1.503
,,7/21/2016 11:06,1.473
,,7/21/2016 11:12,1.443
,,7/21/2016 11:18,1.412
,,7/21/2016 11:24,1.376
,,7/21/2016 11:30,1.339
,,7/21/2016 11:36,1.303
,,7/21/2016 11:42,1.267
,,7/21/2016 11:48,1.23
,,7/21/2016 11:54,1.196
,,7/21/2016 12:00,1.156
,,7/21/2016 12:06,1.118
,,7/21/2016 12:12,1.079
,,7/21/2016 12:18,1.037
,,7/21/2016 12:24,0.993
,,7/21/2016 12:30,0.948
,,7/21/2016 12:36,0.903
,,7/21/2016 12:42,0.858
,,7/21/2016 12:48,0.817
,,7/21/2016 12:54,0.774
,,7/21/2016 13:00,0.726
,,7/21/2016 13:06,0.682
,,7/21/2016 13:12,0.64
,,7/21/2016 13:18,0.593
,,7/21/2016 13:24,0.55
,,7/21/2016 13:30,0.51
,,7/21/2016 13:36,0.47
,,7/21/2016 13:42,0.427
,,7/21/2016 13:48,0.39
,,7/21/2016 13:54,0.359
,,7/21/2016 14:00,0.329
,,7/21/2016 14:06,0.286
,,7/21/2016 14:12,0.254
,,7/21/2016 14:18,0.224
,,7/21/2016 14:24,0.196
,,7/21/2016 14:30,0.168
,,7/21/2016 14:36,0.143
,,7/21/2016 14:42,0.122
,,7/21/2016 14:48,0.102
,,7/21/2016 14:54,0.095
,,7/21/2016 15:00,0.078
,,7/21/2016 15:06,0.06
,,7/21/2016 15:12,0.042
,,7/21/2016 15:18,0.032
,,7/21/2016 15:24,0.023
,,7/21/2016 15:30,0.009
,,7/21/2016 15:36,-0.004
,,7/21/2016 15:42,-0.009
,,7/21/2016 15:48,0
,,7/21/2016 15:54,0.006
,,7/21/2016 16:00,0.015
,,7/21/2016 16:06,0.029
,,7/21/2016 16:12,0.044
,,7/21/2016 16:18,0.055
,,7/21/2016 16:24,0.072
,,7/21/2016 16:30,0.089
,,7/21/2016 16:36,0.11
,,7/21/2016 16:42,0.132
,,7/21/2016 16:48,0.156
,,7/21/2016 16:54,0.183
,,7/21/2016 17:00,0.216
,,7/21/2016 17:06,0.253
,,7/21/2016 17:12,0.288
,,7/21/2016 17:18,0.328
,,7/21/2016 17:24,0.369
,,7/21/2016 17:30,0.409
,,7/21/2016 17:36,0.448
,,7/21/2016 17:42,0.491
,,7/21/2016 17:48,0.543
,,7/21/2016 17:54,0.593
,,7/21/2016 18:00,0.647
,,7/21/2016 18:06,0.698
,,7/21/2016 18:12,0.75
,,7/21/2016 18:18,0.807
,,7/21/2016 18:24,0.865
,,7/21/2016 18:30,0.921
,,7/21/2016 18:36,0.974
,,7/21/2016 18:42,1.024
,,7/21/2016 18:48,1.074
,,7/21/2016 18:54,1.118
,,7/21/2016 19:00,1.168
,,7/21/2016 19:06,1.229
,,7/21/2016 19:12,1.278
,,7/21/2016 19:18,1.321
,,7/21/2016 19:24,1.371
,,7/21/2016 19:30,1.389
,,7/21/2016 19:36,1.444
,,7/21/2016 19:42,1.472
,,7/21/2016 19:48,1.521
,,7/21/2016 19:54,1.559
,,7/21/2016 20:00,1.597
,,7/21/2016 20:06,1.63
,,7/21/2016 20:12,1.66
,,7/21/2016 20:18,1.685
,,7/21/2016 20:24,1.709
,,7/21/2016 20:30,1.733
,,7/21/2016 20:36,1.756
,,7/21/2016 20:42,1.778
,,7/21/2016 20:48,1.8
,,7/21/2016 20:54,1.818
,,7/21/2016 21:00,1.831
,,7/21/2016 21:06,1.841
,,7/21/2016 21:12,1.853
,,7/21/2016 21:18,1.876
,,7/21/2016 21:24,1.894
,,7/21/2016 21:30,1.914
,,7/21/2016 21:36,1.923
,,7/21/2016 21:42,1.93
,,7/21/2016 21:48,1.935
,,7/21/2016 21:54,1.94
,,7/21/2016 22:00,1.944
,,7/21/2016 22:06,1.95
,,7/21/2016 22:12,1.951
,,7/21/2016 22:18,1.947
,,7/21/2016 22:24,1.943
,,7/21/2016 22:30,1.944
,,7/21/2016 22:36,1.94
,,7/21/2016 22:42,1.929
,,7/21/2016 22:48,1.913
,,7/21/2016 22:54,1.897
,,7/21/2016 23:00,1.88
,,7/21/2016 23:06,1.859
,,7/21/2016 23:12,1.837
,,7/21/2016 23:18,1.81
,,7/21/2016 23:24,1.781
,,7/21/2016 23:30,1.745
,,7/21/2016 23:36,1.717
,,7/21/2016 23:42,1.688
,,7/21/2016 23:48,1.653
,,7/21/2016 23:54,1.618
,,7/22/2016 0:00,1.585
,,7/22/2016 0:06,1.55
,,7/22/2016 0:12,1.51
,,7/22/2016 0:18,1.47
,,7/22/2016 0:24,1.432
,,7/22/2016 0:30,1.395
,,7/22/2016 0:36,1.354
,,7/22/2016 0:42,1.31
,,7/22/2016 0:48,1.26
,,7/22/2016 0:54,1.212
,,7/22/2016 1:00,1.166
,,7/22/2016 1:06,1.118
,,7/22/2016 1:12,1.072
,,7/22/2016 1:18,1.024
,,7/22/2016 1:24,0.977
,,7/22/2016 1:30,0.93
,,7/22/2016 1:36,0.885
,,7/22/2016 1:42,0.842
,,7/22/2016 1:48,0.795
,,7/22/2016 1:54,0.746
,,7/22/2016 2:00,0.699
,,7/22/2016 2:06,0.653
,,7/22/2016 2:12,0.604
,,7/22/2016 2:18,0.552
,,7/22/2016 2:24,0.506
,,7/22/2016 2:30,0.459
,,7/22/2016 2:36,0.408
,,7/22/2016 2:42,0.364
,,7/22/2016 2:48,0.32
,,7/22/2016 2:54,0.28
,,7/22/2016 3:00,0.24
,,7/22/2016 3:06,0.205
,,7/22/2016 3:12,0.175
,,7/22/2016 3:18,0.144
,,7/22/2016 3:24,0.116
,,7/22/2016 3:30,0.1
,,7/22/2016 3:36,0.083
,,7/22/2016 3:42,0.047
,,7/22/2016 3:48,0.048
,,7/22/2016 3:54,0.01
,,7/22/2016 4:00,0.006
,,7/22/2016 4:06,0.004
,,7/22/2016 4:12,-0.003
,,7/22/2016 4:18,-0.018
,,7/22/2016 4:24,-0.021
,,7/22/2016 4:30,-0.017
,,7/22/2016 4:36,-0.014
,,7/22/2016 4:42,-0.013
,,7/22/2016 4:48,0.004
,,7/22/2016 4:54,0.023
,,7/22/2016 5:00,0.044
,,7/22/2016 5:06,0.073
,,7/22/2016 5:12,0.089
,,7/22/2016 5:18,0.084
,,7/22/2016 5:24,0.141
,,7/22/2016 5:30,0.172
,,7/22/2016 5:36,0.203
,,7/22/2016 5:42,0.252
,,7/22/2016 5:48,0.292
,,7/22/2016 5:54,0.329
,,7/22/2016 6:00,0.373
,,7/22/2016 6:06,0.408
,,7/22/2016 6:12,0.462
,,7/22/2016 6:18,0.503
,,7/22/2016 6:24,0.548
,,7/22/2016 6:30,0.584
,,7/22/2016 6:36,0.632
,,7/22/2016 6:42,0.679
,,7/22/2016 6:48,0.725
,,7/22/2016 6:54,0.776
,,7/22/2016 7:00,0.825
,,7/22/2016 7:06,0.878
,,7/22/2016 7:12,0.928
,,7/22/2016 7:18,0.98
,,7/22/2016 7:24,1.028
,,7/22/2016 7:30,1.078
,,7/22/2016 7:36,1.125
,,7/22/2016 7:42,1.168
,,7/22/2016 7:48,1.206
,,7/22/2016 7:54,1.251
,,7/22/2016 8:00,1.29
,,7/22/2016 8:06,1.326
,,7/22/2016 8:12,1.36
,,7/22/2016 8:18,1.39
,,7/22/2016 8:24,1.417
,,7/22/2016 8:30,1.443
,,7/22/2016 8:36,1.469
,,7/22/2016 8:42,1.497
,,7/22/2016 8:48,1.525
,,7/22/2016 8:54,1.549
,,7/22/2016 9:00,1.574
,,7/22/2016 9:06,1.596
,,7/22/2016 9:12,1.616
,,7/22/2016 9:18,1.634
,,7/22/2016 9:24,1.646
,,7/22/2016 9:30,1.662
,,7/22/2016 9:36,1.673
,,7/22/2016 9:42,1.681
,,7/22/2016 9:48,1.69
,,7/22/2016 9:54,1.697
,,7/22/2016 10:00,1.703
,,7/22/2016 10:06,1.708
,,7/22/2016 10:12,1.713
,,7/22/2016 10:18,1.714
,,7/22/2016 10:24,1.717
,,7/22/2016 10:30,1.721
,,7/22/2016 10:36,1.729
,,7/22/2016 10:42,1.726
,,7/22/2016 10:48,1.719
,,7/22/2016 10:54,1.711
,,7/22/2016 11:00,1.696
,,7/22/2016 11:06,1.681
,,7/22/2016 11:12,1.666
,,7/22/2016 11:18,1.654
,,7/22/2016 11:24,1.642
,,7/22/2016 11:30,1.629
,,7/22/2016 11:36,1.599
,,7/22/2016 11:42,1.565
,,7/22/2016 11:48,1.543
,,7/22/2016 11:54,1.512
,,7/22/2016 12:00,1.479
,,7/22/2016 12:06,1.448
,,7/22/2016 12:12,1.406
,,7/22/2016 12:18,1.346
,,7/22/2016 12:24,1.33
,,7/22/2016 12:30,1.296
,,7/22/2016 12:36,1.266
,,7/22/2016 12:42,1.225
,,7/22/2016 12:48,1.19
,,7/22/2016 12:54,1.154
,,7/22/2016 13:00,1.109
,,7/22/2016 13:06,1.071
,,7/22/2016 13:12,1.033
,,7/22/2016 13:18,0.996
,,7/22/2016 13:24,0.955
,,7/22/2016 13:30,0.907
,,7/22/2016 13:36,0.864
,,7/22/2016 13:42,0.82
,,7/22/2016 13:48,0.78
,,7/22/2016 13:54,0.737
,,7/22/2016 14:00,0.69
,,7/22/2016 14:06,0.645
,,7/22/2016 14:12,0.601
,,7/22/2016 14:18,0.552
,,7/22/2016 14:24,0.511
,,7/22/2016 14:30,0.468
,,7/22/2016 14:36,0.427
,,7/22/2016 14:42,0.39
,,7/22/2016 14:48,0.35
,,7/22/2016 14:54,0.312
,,7/22/2016 15:00,0.28
,,7/22/2016 15:06,0.245
,,7/22/2016 15:12,0.214
,,7/22/2016 15:18,0.183
,,7/22/2016 15:24,0.158
,,7/22/2016 15:30,0.136
,,7/22/2016 15:36,0.115
,,7/22/2016 15:42,0.099
,,7/22/2016 15:48,0.076
,,7/22/2016 15:54,0.061
,,7/22/2016 16:00,0.042
,,7/22/2016 16:06,0.032
,,7/22/2016 16:12,0.017
,,7/22/2016 16:18,0.005
,,7/22/2016 16:24,0.001
,,7/22/2016 16:30,-0.001
,,7/22/2016 16:36,-0.005
,,7/22/2016 16:42,-0.005
,,7/22/2016 16:48,0.004
,,7/22/2016 16:54,0.019
,,7/22/2016 17:00,0.035
,,7/22/2016 17:06,0.054
,,7/22/2016 17:12,0.075
,,7/22/2016 17:18,0.095
,,7/22/2016 17:24,0.119
,,7/22/2016 17:30,0.147
,,7/22/2016 17:36,0.178
,,7/22/2016 17:42,0.215
,,7/22/2016 17:48,0.245
,,7/22/2016 17:54,0.286
,,7/22/2016 18:00,0.33
,,7/22/2016 18:06,0.379
,,7/22/2016 18:12,0.427
,,7/22/2016 18:18,0.479
,,7/22/2016 18:24,0.526
,,7/22/2016 18:30,0.573
,,7/22/2016 18:36,0.621
,,7/22/2016 18:42,0.669
,,7/22/2016 18:48,0.719
,,7/22/2016 18:54,0.77
,,7/22/2016 19:00,0.822
,,7/22/2016 19:06,0.874
,,7/22/2016 19:12,0.924
,,7/22/2016 19:18,0.971
,,7/22/2016 19:24,1.024
,,7/22/2016 19:30,1.064
,,7/22/2016 19:36,1.108
,,7/22/2016 19:42,1.16
,,7/22/2016 19:48,1.201
,,7/22/2016 19:54,1.249
,,7/22/2016 20:00,1.301
,,7/22/2016 20:06,1.35
,,7/22/2016 20:12,1.396
,,7/22/2016 20:18,1.435
,,7/22/2016 20:24,1.476
,,7/22/2016 20:30,1.512
,,7/22/2016 20:36,1.544
,,7/22/2016 20:42,1.576
,,7/22/2016 20:48,1.607
,,7/22/2016 20:54,1.637
,,7/22/2016 21:00,1.662
,,7/22/2016 21:06,1.686
,,7/22/2016 21:12,1.707
,,7/22/2016 21:18,1.741
,,7/22/2016 21:24,1.754
,,7/22/2016 21:30,1.777
,,7/22/2016 21:36,1.792
,,7/22/2016 21:42,1.81
,,7/22/2016 21:48,1.826
,,7/22/2016 21:54,1.851
,,7/22/2016 22:00,1.87
,,7/22/2016 22:06,1.89
,,7/22/2016 22:12,1.903
,,7/22/2016 22:18,1.915
,,7/22/2016 22:24,1.926
,,7/22/2016 22:30,1.941
,,7/22/2016 22:36,1.952
,,7/22/2016 22:42,1.957
,,7/22/2016 22:48,1.955
,,7/22/2016 22:54,1.947
,,7/22/2016 23:00,1.938
,,7/22/2016 23:06,1.93
,,7/22/2016 23:12,1.921
,,7/22/2016 23:18,1.914
,,7/22/2016 23:24,1.907
,,7/22/2016 23:30,1.895
,,7/22/2016 23:36,1.88
,,7/22/2016 23:42,1.86
,,7/22/2016 23:48,1.841
,,7/22/2016 23:54,1.819
,,7/23/2016 0:00,1.797
,,7/23/2016 0:06,1.773
,,7/23/2016 0:12,1.746
,,7/23/2016 0:18,1.731
,,7/23/2016 0:24,1.688
,,7/23/2016 0:30,1.66
,,7/23/2016 0:36,1.623
,,7/23/2016 0:42,1.589
,,7/23/2016 0:48,1.552
,,7/23/2016 0:54,1.513
,,7/23/2016 1:00,1.476
,,7/23/2016 1:06,1.448
,,7/23/2016 1:12,1.404
,,7/23/2016 1:18,1.366
,,7/23/2016 1:24,1.321
,,7/23/2016 1:30,1.28
,,7/23/2016 1:36,1.24
,,7/23/2016 1:42,1.197
,,7/23/2016 1:48,1.149
,,7/23/2016 1:54,1.101
,,7/23/2016 2:00,1.049
,,7/23/2016 2:06,0.997
,,7/23/2016 2:12,0.95
,,7/23/2016 2:18,0.904
,,7/23/2016 2:24,0.86
,,7/23/2016 2:30,0.814
,,7/23/2016 2:36,0.767
,,7/23/2016 2:42,0.717
,,7/23/2016 2:48,0.669
,,7/23/2016 2:54,0.619
,,7/23/2016 3:00,0.578
,,7/23/2016 3:06,0.531
,,7/23/2016 3:12,0.485
,,7/23/2016 3:18,0.445
,,7/23/2016 3:24,0.402
,,7/23/2016 3:30,0.357
,,7/23/2016 3:36,0.303
,,7/23/2016 3:42,0.266
,,7/23/2016 3:48,0.229
,,7/23/2016 3:54,0.195
,,7/23/2016 4:00,0.166
,,7/23/2016 4:06,0.132
,,7/23/2016 4:12,0.1
,,7/23/2016 4:18,0.09
,,7/23/2016 4:24,0.081
,,7/23/2016 4:30,0.026
,,7/23/2016 4:36,0.013
,,7/23/2016 4:42,-0.005
,,7/23/2016 4:48,-0.011
,,7/23/2016 4:54,-0.027
,,7/23/2016 5:00,-0.045
,,7/23/2016 5:06,-0.05
,,7/23/2016 5:12,-0.056
,,7/23/2016 5:18,-0.056
,,7/23/2016 5:24,-0.052
,,7/23/2016 5:30,-0.048
,,7/23/2016 5:36,-0.034
,,7/23/2016 5:42,-0.021
,,7/23/2016 5:48,-0.007
,,7/23/2016 5:54,0.023
,,7/23/2016 6:00,0.042
,,7/23/2016 6:06,0.066
,,7/23/2016 6:12,0.088
,,7/23/2016 6:18,0.119
,,7/23/2016 6:24,0.152
,,7/23/2016 6:30,0.179
,,7/23/2016 6:36,0.198
,,7/23/2016 6:42,0.242
,,7/23/2016 6:48,0.285
,,7/23/2016 6:54,0.327
,,7/23/2016 7:00,0.372
,,7/23/2016 7:06,0.422
,,7/23/2016 7:12,0.472
,,7/23/2016 7:18,0.525
,,7/23/2016 7:24,0.576
,,7/23/2016 7:30,0.629
,,7/23/2016 7:36,0.682
,,7/23/2016 7:42,0.738
,,7/23/2016 7:48,0.791
,,7/23/2016 7:54,0.846
,,7/23/2016 8:00,0.892
,,7/23/2016 8:06,0.94
,,7/23/2016 8:12,0.984
,,7/23/2016 8:18,1.033
,,7/23/2016 8:24,1.077
,,7/23/2016 8:30,1.117
,,7/23/2016 8:36,1.156
,,7/23/2016 8:42,1.195
,,7/23/2016 8:48,1.234
,,7/23/2016 8:54,1.273
,,7/23/2016 9:00,1.311
,,7/23/2016 9:06,1.346
,,7/23/2016 9:12,1.382
,,7/23/2016 9:18,1.419
,,7/23/2016 9:24,1.453
,,7/23/2016 9:30,1.484
,,7/23/2016 9:36,1.514
,,7/23/2016 9:42,1.542
,,7/23/2016 9:48,1.563
,,7/23/2016 9:54,1.587
,,7/23/2016 10:00,1.608
,,7/23/2016 10:06,1.63
,,7/23/2016 10:12,1.647
,,7/23/2016 10:18,1.663
,,7/23/2016 10:24,1.678
,,7/23/2016 10:30,1.694
,,7/23/2016 10:36,1.704
,,7/23/2016 10:42,1.714
,,7/23/2016 10:48,1.723
,,7/23/2016 10:54,1.733
,,7/23/2016 11:00,1.738
,,7/23/2016 11:06,1.741
,,7/23/2016 11:12,1.745
,,7/23/2016 11:18,1.749
,,7/23/2016 11:24,1.752
,,7/23/2016 11:30,1.751
,,7/23/2016 11:36,1.747
,,7/23/2016 11:42,1.743
,,7/23/2016 11:48,1.732
,,7/23/2016 11:54,1.716
,,7/23/2016 12:00,1.703
,,7/23/2016 12:06,1.683
,,7/23/2016 12:12,1.661
,,7/23/2016 12:18,1.635
,,7/23/2016 12:24,1.616
,,7/23/2016 12:30,1.588
,,7/23/2016 12:36,1.558
,,7/23/2016 12:42,1.52
,,7/23/2016 12:48,1.488
,,7/23/2016 12:54,1.454
,,7/23/2016 13:00,1.423
,,7/23/2016 13:06,1.395
,,7/23/2016 13:12,1.363
,,7/23/2016 13:18,1.33
,,7/23/2016 13:24,1.295
,,7/23/2016 13:30,1.263
,,7/23/2016 13:36,1.224
,,7/23/2016 13:42,1.184
,,7/23/2016 13:48,1.141
,,7/23/2016 13:54,1.102
,,7/23/2016 14:00,1.058
,,7/23/2016 14:06,1.016
,,7/23/2016 14:12,0.969
,,7/23/2016 14:18,0.921
,,7/23/2016 14:24,0.871
,,7/23/2016 14:30,0.826
,,7/23/2016 14:36,0.784
,,7/23/2016 14:42,0.743
,,7/23/2016 14:48,0.701
,,7/23/2016 14:54,0.662
,,7/23/2016 15:00,0.619
,,7/23/2016 15:06,0.578
,,7/23/2016 15:12,0.531
,,7/23/2016 15:18,0.488
,,7/23/2016 15:24,0.448
,,7/23/2016 15:30,0.412
,,7/23/2016 15:36,0.375
,,7/23/2016 15:42,0.339
,,7/23/2016 15:48,0.302
,,7/23/2016 15:54,0.267
,,7/23/2016 16:00,0.239
,,7/23/2016 16:06,0.209
,,7/23/2016 16:12,0.187
,,7/23/2016 16:18,0.166
,,7/23/2016 16:24,0.146
,,7/23/2016 16:30,0.127
,,7/23/2016 16:36,0.111
,,7/23/2016 16:42,0.1
,,7/23/2016 16:48,0.088
,,7/23/2016 16:54,0.078
,,7/23/2016 17:00,0.073
,,7/23/2016 17:06,0.069
,,7/23/2016 17:12,0.066
,,7/23/2016 17:18,0.064
,,7/23/2016 17:24,0.061
,,7/23/2016 17:30,0.055
,,7/23/2016 17:36,0.081
,,7/23/2016 17:42,0.087
,,7/23/2016 17:48,0.101
,,7/23/2016 17:54,0.116
,,7/23/2016 18:00,0.133
,,7/23/2016 18:06,0.147
,,7/23/2016 18:12,0.167
,,7/23/2016 18:18,0.19
,,7/23/2016 18:24,0.218
,,7/23/2016 18:30,0.248
,,7/23/2016 18:36,0.286
,,7/23/2016 18:42,0.321
,,7/23/2016 18:48,0.356
,,7/23/2016 18:54,0.388
,,7/23/2016 19:00,0.425
,,7/23/2016 19:06,0.459
,,7/23/2016 19:12,0.501
,,7/23/2016 19:18,0.546
,,7/23/2016 19:24,0.592
,,7/23/2016 19:30,0.644
,,7/23/2016 19:36,0.695
,,7/23/2016 19:42,0.721
,,7/23/2016 19:48,0.805
,,7/23/2016 19:54,0.85
,,7/23/2016 20:00,
,,7/23/2016 20:06,
,,7/23/2016 20:12,
,,7/23/2016 20:18,
,,7/23/2016 20:24,
,,7/23/2016 20:30,
,,7/23/2016 20:36,
,,7/23/2016 20:42,
,,7/23/2016 20:48,
,,7/23/2016 20:54,
,,7/23/2016 21:00,
,,7/23/2016 21:06,
,,7/23/2016 21:12,
,,7/23/2016 21:18,
,,7/23/2016 21:24,
,,7/23/2016 21:30,
,,7/23/2016 21:36,
,,7/23/2016 21:42,
,,7/23/2016 21:48,
,,7/23/2016 21:54,
,,7/23/2016 22:00,
,,7/23/2016 22:06,
,,7/23/2016 22:12,
,,7/23/2016 22:18,
,,7/23/2016 22:24,
,,7/23/2016 22:30,
,,7/23/2016 22:36,
,,7/23/2016 22:42,
,,7/23/2016 22:48,
,,7/23/2016 22:54,
,,7/23/2016 23:00,
,,7/23/2016 23:06,
,,7/23/2016 23:12,
,,7/23/2016 23:18,
,,7/23/2016 23:24,
,,7/23/2016 23:30,
,,7/23/2016 23:36,
,,7/23/2016 23:42,
,,7/23/2016 23:48,
,,7/23/2016 23:54,
