DATE,Month,Set/Pull,Site #,S/C,Time,Depth (ft),B.DO,B. Cond,YSI.B. Sal (ppt),B. Temp (C),T. DO,T.Cond,YSI.T. Sal (ppt),T. Temp (C),Latitude, Longitude,COMMENTS,,,
5/14/2015,May,Set,1,S,13:20,19.7,3.74,0.216,0.1,25,3.56,0.273,0.1,25,32.90112,-80.11795,"**YSI.B is the Bottom Salinity measurement, while YSI.T is the top salinity. For the purpose of my study, due to the benthic nature of crabs, only the bottom salinity was analysed and averaged (between sites). ",,,
5/14/2015,May,Set,1,C,13:24,17.9,3.53,0.27,0.1,24.8,3.61,0.266,0.1,25,32.90101,-80.11826,,,,
5/15/2015,May,Pull,1,S,12:33,24.6,3.45,0.365,0.2,24.4,3.32,0.364,0.2,24.5,,,,,,
5/15/2015,May,Pull,1,C,12:33,22.8,3.41,0.369,0.2,24.4,3.35,0.364,0.2,24.5,,,,,,
5/26/2015,May,Set,1,S,11:26,6,3.72,0.969,0.5,26.2,3.85,0.985,0.5,26.2,32.90109,-80.118,,,,
5/26/2015,May,Set,1,C,11:32,15.9,3.71,0.995,0.5,25.8,3.7,0.997,0.5,25.8,32.90091,-80.11823,,,,
5/27/2015,May,Pull,1,S,11:16,4.9,3.69,0.904,0.4,26.8,3.93,0.908,0.4,27.4,,,,,,
5/27/2015,May,Pull,1,C,11:20,11.5,3.73,0.938,0.5,26.8,3.87,0.899,0.4,27.1,,,,,,
6/8/2015,June,Set,1,S ,10:27,7.2,4.6,0.745,0.4,26.5,3.9,0.793,0.4,26.5,32.90112,-80.118,**S/C = Shoreline or Channel meaurements,,,
6/8/2015,June,Set,1,C,10:31,18.3,4,0.849,0.4,26.4,4.2,0.846,0.4,26.4,32.90121,-80.11839,,,,
6/9/2015,June,Pull,1,C,11:39,18.5,5,0.832,0.4,27.2,4.6,0.834,0.4,27.2,32.90121,-80.11839,,,,
6/9/2015,June,Pull,1,S,10:46,16.1,5.1,0.848,0.4,27.2,4.5,0.829,0.4,27.3,32.90112,-80.118,,,,
6/22/2015,June,Set,1,S,10:49,9.4,3.6,1.214,0.6,31.8,3.2,1.199,0.6,31.8,32.90117,-80.11799,,,,
6/22/2015,June,Set,1,C,10:53,23.7,3.5,1.301,0.7,31.7,3.3,1.298,0.7,31.8,32.90112,-80.11833,,,,
6/23/2015,June,Pull,1,C,11:02,23.7,4.3,0.778,0.4,31.3,4.1,0.772,0.4,31.3,32.90126,-80.1181,,,,
6/23/2015,June,Pull,1,S,11:05,10.6,4.2,0.76,0.4,31.3,4.3,0.762,0.4,31.3,32.9012,-80.11809,,,,
7/7/2015,July,Set ,1,S,10:27,6.8,3.75,0.205,0.1,27.8,3.77,0.203,0.1,27.8,32.90114,-80.11785,,,,
7/7/2015,July,Set ,1,C,10:32,22,3.7,0.217,0.1,27.9,3.72,0.179,0.1,28,32.90148,-80.11845,,,,
7/8/2015,July,Pull,1,S,10:57,4,4.02,0.192,0.1,27.4,4.32,0.192,0.1,27.4,32.90117,-80.1179,,,,
7/8/2015,July,Pull,1,C,11:02,20.5,3.91,0.2,0.1,27.4,3.9,0.206,0.1,27.5,32.89942,-80.11737,,,,
7/21/2015,July,Set,1,S,11:28,10.7,3.14,0.925,0.4,30.4,3.15,0.871,0.4,30.4,32.9012,-80.11791,,,,
7/21/2015,July,Set,1,C,11:33,17.2,3.17,0.957,0.4,30.3,3.15,0.952,0.4,30.4,32.90086,-80.11831,,,,
7/22/2015,July,Pull,1,C,10:10,21,3.3,0.616,0.3,30.6,3.28,0.603,0.3,30.6,32.90105,-80.11827,,,,
7/22/2015,July,Pull,1,S,NA,23.5,3.31,0.626,0.3,30.6,3.32,0.599,0.3,30.6,32.90097,-80.11792,,,,
8/5/2015,August,Set,1,S,10:35,7,3.48,2.192,1,28.8,3.5,2.198,1,28.8,32.90122,-80.11804,,,,
8/5/2015,August,Set,1,C,10:42,18.5,3.39,2.476,1.2,28.8,3.47,2.443,1.2,28.9,32.90106,-80.11835,,,,
8/6/2015,August,Pull,1,C,10:42,18.5,3.6,1.922,0.9,29.4,3.58,1.92,0.9,29.4,32.90117,-80.11841,,,,
8/6/2015,August,Pull,1,S,10:51,5.2,3.85,1.864,0.9,29.5,3.59,1.857,0.9,29.5,32.90119,-80.11792,,,,
8/19/2015,August,Set,1,S,9:56,9.4,4.52,5.72,2.9,28.4,4.51,5.79,2.9,28.4,32.90119,-80.11794,*Pot walked to site 5,,,
8/19/2015,August,Set,1,C,9:59,21,4.28,6.31,3.2,28.4,4.31,6.22,3.1,28.5,32.90099,-80.11826,,,,
8/20/2015,August,Pull,1,C,9:38,14.1,5.32,4.895,2.4,28.9,5.31,4.865,2.4,28.2,32.90111,-80.11835,,,,
8/20/2015,August,Pull,1,S,8:41,5.2,5.54,4.68,2.3,28.8,5.54,4.67,2.3,28.8,32.90113,-80.1179,,,,
9/2/2015,September,Set,1,S,10:48,8.5,3.61,3.318,1.6,26.9,3.69,3.387,1.7,26.9,32.90106,-80.11788,,,,
9/2/2015,September,Set,1,C,10:57,17.5,3.93,3.572,1.8,26.9,3.83,3.565,1.8,26.9,32.90082,-80.11832,,,,
9/3/2015,September,Pull,1,S,10:27,8.3,3.76,2.719,1.3,27.3,3.71,2.745,1.3,27.3,32.90095,-80.1178,,,,
9/3/2015,September,Pull,1,C,10:33,14.3,3.89,3.015,1.5,27.4,3.53,3.008,1.5,27.4,32.90103,-80.11847,,,,
9/16/2015,September,Set,1,S,11:01,22.6,4.91,4.668,2.5,25.7,4.68,4.441,2.3,25.7,32.9011,-80.11804,*Lost Pot,,,
9/16/2015,September,Set,1,C,11:04,14,4.86,4.78,2.5,25.7,4.89,4.65,2.4,25.8,32.90088,-80.11835,,,,
9/17/2015,September,Pull,1,C,10:30,18.7,4.75,4.312,2.3,25.3,4.65,4.25,2.2,25.3,32.90118,-80.11845,,,,
9/17/2015,September,Pull,1,S,10:41,13.4,4.75,4.271,2.2,25.3,4.56,4.153,2.2,25.3,32.9011,-80.11794,,,,
10/1/2015,October,Set,1,S,9:43,9,3.6,3.54,1.9,25.4,3.84,3.55,1.7,25.4,32.90094,-80.11782,,,,
10/1/2015,October,Set,1,C,9:54,18.6,3.75,3.802,2,25.4,3.89,3.81,2,25.4,32.90076,-80.11826,,,,
10/2/2015,October,Pull,1,C,10:00,12.6,4.27,2.887,1.5,23.9,4,2.846,1.5,23.9,32.89336,-80.11961,,,,
10/2/2015,October,Pull,1,S,10:23,18.7,4.06,2.629,1.4,23.8,4.21,2.59,1.4,23.8,32.90094,-80.11788,,,,
10/14/2015,October,Set,1,S,10:18,13.9,4.86,0.0921,0,20.6,5.02,0.92,0,2.06,32.90129,-80.11806,,,,
10/14/2015,October,Set,1,C,10:22,19.8,4.87,0.933,0,20.6,4.78,0.0924,0,20.6,32.9011,-80.11839,,,,
10/15/2015,October,Pull ,1,S,11:37,7.7,5.24,0.1071,0.1,20.7,5.19,0.1082,0.1,20.7,32.90129,-80.11803,,,,
10/15/2015,October,Pull ,1,C,11:42,23,5.18,0.1079,0.1,20.6,4.91,0.108,0.1,20.7,32.90113,-80.11833,,,,
10/28/2015,October,Set,1,S,12:34,9.7,6.15,3.722,2.3,19.5,6.12,2.965,1.5,19.7,32.9011,-80.11787,,,,
10/28/2015,October,Set,1,C,12:57,21,6.04,3.974,2.4,19.6,5.96,3.241,1.8,19.6,32.90081,-80.11818,,,,
10/29/2015,October,Pull ,1,S,10:47,13.2,5.82,1.087,0.6,19.9,5.84,1.136,0.6,19.9,32.90084,-80.11782,,,,
10/29/2015,October,Pull ,1,C,11:02,21.4,5.99,1.522,0.9,19.8,6.67,1.462,0.8,19.8,32.90054,-80.11815,,,,
5/14/2015,May,Set,2,S,12:48,9.7,3.27,0.4,0.2,24.6,3.24,0.38,0.2,24.6,32.89198,-80.09949,,,,
5/14/2015,May,Set,2,C,12:48,14.7,3.4,0.4,0.2,24.5,3.25,0.38,0.2,24.6,32.89175,-80.09995,,,,
5/15/2015,May,Pull,2,S,12:52,9.7,3.5,24.5,0.643,0.3,3.47,0.617,0.3,24.5,,,,,,
5/15/2015,May,Pull,2,C,12:52,14.3,3.48,0.576,0.3,24.4,3.53,0.563,0.3,24.4,,,,,,
5/26/2015,May,Set,2,S,11:46,11.5,3.95,1.758,0.9,26,3.62,1.752,0.9,26.2,32.89204,-80.09948,,,,
5/26/2015,May,Set,2,C,11:51,17.6,3.63,1.877,1,25.9,3.71,1.883,1,26.2,32.89175,-80.10001,,,,
5/27/2015,May,Pull,2,S,11:33,6.8,3.6,1.459,0.7,26.8,3.62,1.455,0.7,27.2,,,,,,
5/27/2015,May,Pull,2,C,11:40,16.4,3.57,1.515,0.8,26.5,3.82,1.535,0.8,27,,,,,,
6/8/2015,June,Set,2,S,10:52,10.4,5,1.54,0.8,26.6,4.7,1.461,0.8,26.8,32.89203,-80.09942,,,,
6/8/2015,June,Set,2,C,10:46,19.7,4.9,1.785,1,26.6,4.3,1.803,1,26.7,32.89172,-80.09991,,,,
6/9/2015,June,Pull,2,C,11:55,18.4,4.4,1.727,0.9,27.3,4.4,1.703,0.9,27.4,32.89207,-80.10038,,,,
6/9/2015,June,Pull,2,S,12:02,7.5,5,1.484,0.8,27.3,4.5,1.504,0.8,27.3,32.89193,-80.0993,,,,
6/22/2015,June,Set,2,S,11:05,12.4,3.9,2.567,1.4,31.6,3.6,2.223,1.2,31.8,32.89201,-80.09942,,,,
6/22/2015,June,Set,2,C,11:08,18,3.7,2.788,1.5,31.6,3.9,2.654,1.5,32,32.89201,-80.09942,,,,
6/23/2015,June,Pull,2,C,11:18,18.6,3.8,1.62,0.8,31.5,3.9,1.64,0.9,31.7,32.89189,-80.10014,,,,
6/23/2015,June,Pull,2,S,11:24,12.7,3.9,1.5,0.8,31.7,3.7,1.644,0.9,31.7,32.89191,-80.09936,,,,
7/7/2015,July,Set ,2,S,10:54,12.8,3.56,0.406,0.2,28.5,3.54,0.418,0.2,28.5,32.89199,-80.0942,,,,
7/7/2015,July,Set ,2,C,11:02,17.9,3.47,0.505,0.2,28.5,3.54,0.519,0.2,28.5,32.8919,-80.09992,,,,
7/8/2015,July,Pull,2,C,11:15,17,3.59,0.328,0.1,28,3.54,0.342,0.2,28.2,32.89207,-80.09943,,,,
7/8/2015,July,Pull,2,S,11:23,5.1,3.9,0.308,0.1,28.2,4,0.306,0.1,28.2,32.89207,-80.09943,,,,
7/21/2015,July,Set,2,C,11:46,19.4,3.51,2.322,1.1,30.4,3.36,2.194,1,30.6,32.89161,-80.09984,,,,
7/21/2015,July,Set,2,S,11:50,NA,3.45,2.147,1,30.3,3.34,1.646,0.7,30.5,,,,,,
7/22/2015,July,Pull,2,C,10:32,18.6,3.31,1.379,0.6,30.6,3.3,1.36,0.6,30.6,32.89161,-80.09985,,,,
7/22/2015,July,Pull,2,S,10:43,13.2,3.22,1.332,0.6,30.5,3.09,1.226,0.5,30.5,32.89201,-80.0948,,,,
8/5/2015,August,Set,2,S,10:53,13.2,3.41,3.929,1.9,29,3.48,3.6,1.8,29,32.89374,-80.1092,,,,
8/5/2015,August,Set,2,C,10:56,19.1,3.52,4.759,2.3,29.1,4.607,3.67,2.2,29.2,32.89334,-80.1033,,,,
8/6/2015,August,Pull,2,S,11:04,10.2,3.62,3.045,1.4,29.6,3.5,2.986,1.4,29.6,32.89373,-80.10293,,,,
8/6/2015,August,Pull,2,C,11:13,17.7,3.6,3.747,1.8,29.6,3.58,3.701,1.8,29.6,32.89335,-80.10338,,,,
8/19/2015,August,Set,2,S,10:12,13.9,3.78,11,5.8,28.5,3.65,10.07,5.3,28.6,32.89199,-80.09946,,,,
8/19/2015,August,Set,2,C,10:15,17.5,3.75,11.44,6,28.6,3.95,11.25,5.9,28.6,32.89165,-80.09996,,,,
8/20/2015,August,Pull,2,C,9:48,19.3,3.72,9,4.6,28.9,3.76,8.8,4.5,28.9,32.89188,-80.10009,,,,
8/20/2015,August,Pull,2,S,9:52,13.2,3.9,8.8,4.6,28.9,3.77,8.21,4.2,28.9,32.89201,-80.09946,,,,
9/2/2015,September,Set,2,S,11:11,11.6,4.13,4.66,2.4,27,3.86,4.366,2.2,27.1,32.89201,-80.09944,,,,
9/2/2015,September,Set,2,C,11:15,17.7,4.55,5,26,27.1,4.4,4.966,2.5,27.1,32.89157,-80.0998,,,,
9/3/2015,September,Pull,2,C,10:47,16.7,4.22,4.183,2.1,27.5,3.98,4.111,2.1,27.5,32.89165,-80.10021,,,,
9/3/2015,September,Pull,2,S,11:06,10.4,3.91,4.21,2.1,27.5,3.65,3.921,2,27.6,32.89204,-80.09941,,,,
9/16/2015,September,Set,2,S,11:13,9.36,5.1,7.85,4.2,26.1,4.7,7.67,4.1,26.1,32.89199,-80.09946,,,,
9/16/2015,September,Set,2,C,11:16,18,5.12,8,4.3,26,5.13,7.66,4.1,26.1,32.89155,-80.09998,,,,
9/17/2015,September,Pull,2,S,10:49,15.4,5,7.16,3.9,25.7,4.76,6.89,3.7,25.6,32.89201,-80.09948,,,,
9/17/2015,September,Pull,2,C,10:53,17.5,4.95,7.4,4,25.7,4.93,7.08,3.8,25.6,32.89163,-80.10014,,,,
10/1/2015,October,Set,2,S,10:04,12.7,3.92,6.93,3.4,25.6,4.12,6.75,3.6,25.6,32.89202,-80.09943,,,,
10/1/2015,October,Set,2,C,10:06,17.4,3.32,7.37,4,25.6,4.06,7.24,3.9,25.6,32.8917,-80.10012,,,,
10/2/2015,October,Pull,2,S,10:32,11.5,4.51,4.501,2.4,24,4.2,4.191,2.3,24,32.89204,-80.09944,,,,
10/2/2015,October,Pull,2,C,10:38,15.4,5.03,5.36,2.9,24.2,4.33,5.14,2.8,24.2,32.89117,-80.09971,,,,
10/14/2015,October,Set,2,S,10:33,10.6,6.36,0.102,0.1,20.8,4.93,0.102,0.1,20.9,32.892,-80.09936,*Towed Citizen to city marina dock,,,
10/14/2015,October,Set,2,C,10:36,17.9,5.2,0.11,0.1,20.8,5.1,0.11,0.1,20.9,32.89163,-80.10007,,,,
10/15/2015,October,Pull ,2,S,11:48,7.8,5.12,0.1324,0.1,20.8,4.86,0.1319,0.1,20.8,32.89203,-80.09942,,,,
10/15/2015,October,Pull ,2,C,11:52,15.5,5.49,0.14,0.1,20.9,5.2,0.1414,0.1,21.1,32.89079,-80.09939,,,,
10/28/2015,October,Set,2,S,13:09,10.9,6.62,5.27,3.2,19.9,6,2.705,1.5,20,32.892,-80.0994,Changed from -80.0099,,,
10/28/2015,October,Set,2,C,13:10,17.1,6.42,6.29,3.9,19.8,6.19,4.313,2.6,19.8,32.89142,-80.0991,Changed from -80.0099,,,
10/29/2015,October,Pull ,2,S,11:18,15.1,16.04,3.537,2.1,20,5.73,2.96,1.9,20.1,32.89202,-80.0994,,,,
10/29/2015,October,Pull ,2,C,11:23,13.2,5.87,4.004,2.4,20.1,4.81,3.933,2.3,20.1,32.89036,-80.09928,,,,
5/14/2015,May,Set,3,S,12:31,7.8,3.63,0.949,0.5,24.6,3.59,0.858,0.4,24.5,32.88809,-80.07644,,,,
5/14/2015,May,Set,3,C,12:31,11.2,3.6,0.867,0.4,24.4,3.51,0.772,0.4,24.5,32.88784,-80.07695,,,,
5/15/2015,May,Pull,3,S,13:09,0.476,3.67,1.216,0.6,24.5,3.7,1.4,0.7,24.3,,,,,,
5/15/2015,May,Pull,3,C,13:09,10.9,3.58,1.246,0.6,24.3,3.56,1.155,0.6,24.4,,,,,,
5/26/2015,May,Set,3,S,12:02,8.8,3.69,3.666,1.9,25.8,3.83,3.608,1.9,25.9,32.88819,-80.07672,,,,
5/26/2015,May,Set,3,C,12:06,11.6,3.82,4,2.1,25.9,2.96,4.048,2.2,26,32.88769,-80.07697,*POT WALKED,,,
5/27/2015,May,Pull,3,S,11:53,5.9,3.69,2.853,1.5,26.9,2.86,2.687,1.4,27.9,,,,,,
5/27/2015,May,Pull,3,C,11:47,10.2,3.63,2.875,1.5,26.5,3.93,2.62,1.3,27.5,,,,,,
6/8/2015,June,Set,3,S ,11:05,9.1,4.5,3.661,2.1,26.6,4.4,3.594,2,26.7,32.88829,-80.07691,,,,
6/8/2015,June,Set,3,C,11:08,11.1,5,4.474,2.6,26.8,4.5,4.507,2.6,26.8,32.88757,-80.07769,,,,
6/9/2015,June,Pull,3,S,12:10,10.4,4.5,3.672,2.1,27.3,4.6,3.34,1.9,27.3,32.8829,-80.07691,,,,
6/9/2015,June,Pull,3,C,12:15,11.5,5,4.181,2.4,27.4,4.7,4.204,2.4,27.4,32.88758,-80.07758,,,,
6/22/2015,June,Set,3,S,11:17,9.6,3.9,5.86,3.4,31.5,3.8,5.39,3.1,31.7,32.88823,-80.07674,,,,
6/22/2015,June,Set,3,C,11:20,12.9,4.1,6.33,3.7,31.7,4,5.68,3.3,31.9,32.88764,-80.07755,,,,
6/23/2015,June,Pull,3,C,11:30,11.8,4.4,4.246,2.4,31.6,4.2,4.313,2.4,31.7,32.88763,-80.07768,,,,
6/23/2015,June,Pull,3,S,11:43,10.4,4.1,4.216,2.4,31.5,3.8,3.939,2.2,31.6,32.88824,-80.07681,,,,
7/7/2015,July,Set ,3,S,11:13,12.2,3.19,1.462,0.7,28.6,3.42,1.189,0.6,28.7,32.88818,-80.07664,,,,
7/7/2015,July,Set ,3,C,11:17,14.1,3.45,1.971,0.9,28.7,3.46,1.583,0.9,28.8,32.88781,-80.07732,,,,
7/8/2015,July,Pull,3,S,11:37,11.7,3.4,0.941,0.4,28.4,3.45,0.801,0.4,28.5,32.8882,-80.07673,,,,
7/8/2015,July,Pull,3,C,11:46,14.2,3.53,1.265,0.6,28.6,3.52,1.408,0.7,28.7,32.8878,-80.07742,,,,
7/21/2015,July,Set,3,S,12:03,9.8,3.4,5.94,2.9,30.4,3.41,5.76,2.8,30.5,32.88823,-80.07673,,,,
7/21/2015,July,Set,3,C,12:08,10.8,3.56,6.61,3.2,30.5,3.56,5.72,2.8,30.7,32.88723,-80.07732,,,,
7/22/2015,July,Pull,3,C,10:56,9.7,3.79,5.32,2.6,30.6,3.46,5.33,2.5,30.7,32.88735,-80.07742,,,,
7/22/2015,July,Pull,3,S,11:13,7,3.2,5.3,2.5,30.6,3.19,4.662,2.2,30.7,32.88823,-80.07664,,,,
8/5/2015,August,Set,3,S,11:12,10.8,3.52,9.95,5.1,29.2,3.56,9.32,4.8,29.3,32.8827,-80.07716,,,,
8/5/2015,August,Set,3,C,11:16,13.5,3.58,10.48,5.4,29.3,3.76,10.61,5.5,29.4,32.88777,-80.07771,,,,
8/6/2015,August,Pull,3,C,11:26,12.9,3.86,8.34,4.2,29.7,3.68,8.46,4.3,29.8,32.88776,-80.0779,,,,
8/6/2015,August,Pull,3,S,11:31,9.8,3.6,8.11,4.1,29.7,3.56,7.83,3.9,29.7,32.88825,-80.07717,,,,
8/19/2015,August,Set,3,S,10:25,10.8,4.06,16.96,9.2,28.7,4,16.66,9,28.8,32.88827,-80.07718,,,,
8/19/2015,August,Set,3,C,10:30,11,4.23,17.43,9.5,28.8,4.13,17.44,9.5,28.9,32.8874,-80.07752,,,,
8/20/2015,August,Pull,3,S ,10:00,12.9,3.88,14.01,7.3,29,3.9,13.68,7.2,29,32.8882,-80.07723,,,,
8/20/2015,August,Pull,3,C,10:05,10.4,3.97,14.75,7.9,29,3.98,14.83,7.9,29,32.88742,-80.07768,,,,
9/2/2015,September,Set,3,S,11:28,9.7,4.04,6.24,3.3,27,4,6.18,3.2,27.1,32.88824,-80.07677,,,,
9/2/2015,September,Set,3,C,11:32,12.3,4.16,6.4,3.3,27.1,4.1,6.16,3.2,27.1,32.88721,-80.07755,,,,
9/3/2015,September,Pull,3,C,11:17,12.9,4.19,3.11,3.1,27.6,4.05,5.69,2.9,27.7,32.88726,-80.07784,,,,
9/3/2015,September,Pull,3,S,11:26,13.2,4.6,5.95,3,27.7,4.16,5.85,3,27.7,32.88819,-80.07677,,,,
9/16/2015,September,Set,3,S,11:23,7.4,5.07,12.84,7.2,26.3,4.74,12.53,7,26.3,32.88821,-80.07668,,,,
9/16/2015,September,Set,3,C,11:26,12.1,5.23,12.94,7.2,26.3,5.11,10.68,5.9,26.3,32.88726,-80.07743,,,,
9/17/2015,September,Pull,3,S,11:07,12.5,5.03,12.26,6.9,25.9,4.9,11.96,6.7,25.9,32.88821,-80.07693,,,,
9/17/2015,September,Pull,3,C,11:18,12.2,5.12,12.57,7.1,25.9,4.98,10.26,5.7,25.8,32.88729,-80.07755,Walked,,,
10/1/2015,October,Set,3,S,10:17,7.2,4.46,12.14,6.8,25.7,5.78,11.86,6.6,25.7,32.88828,-80.07687,,,,
10/1/2015,October,Set,3,C,10:20,16.6,4.29,12.69,7.2,25.7,4.25,12.41,7.1,25.7,32.88778,-80.07716,,,,
10/2/2015,October,Pull,3,C,10:47,14.5,4.53,9.73,5.5,24.3,4.42,5.22,5.2,24.3,32.88767,-80.07742,,,,
10/2/2015,October,Pull,3,S,10:55,7.4,4.77,9.44,5.4,24.3,4.38,8.95,5.1,24.3,32.88827,-80.07677,,,,
10/14/2015,October,Set,3,S,10:46,10,5.6,0.145,0.1,21,5.34,0.144,0.1,21,32.88822,-80.07677,,,,
10/14/2015,October,Set,3,C,10:50,14.1,5.86,0.161,0.1,20.9,5.62,0.168,0.1,21,32.88754,-80.07719,,,,
10/15/2015,October,Pull ,3,S,12:00,7.7,5.14,0.1955,0.1,21,5,0.1898,0.1,21.1,32.88826,-80.07686,,,,
10/15/2015,October,Pull ,3,C,12:05,14.3,5.2,0.196,0.1,21.1,5.11,0.196,0.1,21.3,32.88755,-80.07748,,,,
10/28/2015,October,Set,3,S,13:18,7.4,6.15,9.68,6.1,20.1,5.82,7.14,4.4,20.4,32.88824,-80.07671,,,,
10/28/2015,October,Set,3,C,13:28,14.3,6.71,8.57,5.3,20.1,6.11,6.87,4.2,20.1,32.8876,-80.07683,,,,
10/29/2015,October,Pull ,3,S,11:34,14.1,6.72,6.76,4.1,20.3,6.15,6.52,4,20.3,32.8882,-80.07672,,,,
10/29/2015,October,Pull ,3,C,11:37,16.7,6.28,7.44,4.5,20.4,6.02,7.55,4.6,20.4,32.88766,-80.07696,,,,
5/14/2015,May,Set,4,S,12:08,7.5,3.65,2.72,1.4,24.3,3.8,2.58,1.3,24.3,32.87115,-80.06467,,,,
5/14/2015,May,Set,4,C,12:10,15.3,3.7,2.15,1.1,24.2,3.62,2.12,1.1,24.3,32.8703,-80.06508,,,,
5/15/2015,May,Pull,4,S,13:40,7.5,3.73,2.753,1.4,24.6,3.76,2.57,1.3,24.6,,,,,,
5/15/2015,May,Pull,4,C,13:40,NA,4,5.66,3.1,24.6,3.94,5.75,3.1,24.6,,,,,,
5/26/2015,May,Set,4,S,12:28,10.5,4.26,8.1,4.5,26.3,4.54,7.73,4.3,26.6,32.87113,-80.0646,,,,
5/26/2015,May,Set,4,C,12:37,17.5,4.1,8.63,4.8,26.2,4.27,8.6,4.8,26.2,32.87071,-80.06513,,,,
5/27/2015,May,Pull,4,S,12:18,8.6,4.27,6.53,3.6,27.1,4.14,6.47,3.5,27.2,,,,,,
5/27/2015,May,Pull,4,C,12:15,15.5,4.05,6.77,3.7,26.7,4.27,6.74,3.7,27.2,,,,,32.870385,-80.06478952
6/8/2015,June,Set,4,S,11:28,11.6,5,8.96,5.4,27,4.6,8.5,5.1,27,32.87115,-80.06467,,,,
6/8/2015,June,Set,4,C,11:34,17.7,5.1,9.68,5.8,27,4.7,9.32,5.6,27.1,32.87072,-80.06535,,,,
6/9/2015,June,Pull,4,S,12:34,11.1,4.9,8.56,5.1,27.5,4.7,8.04,4.8,27.4,32.8711,-80.0647,,,,
6/9/2015,June,Pull,4,C,12:40,17.5,5.2,9.49,5.7,27.5,4.9,9.33,5.6,27.5,32.87078,-80.0655,,,,
6/22/2015,June,Set,4,S,11:39,10.9,4.7,12.54,7.6,31.7,4.6,11.55,7,32,32.87116,-80.06474,*changed from 32.7116 lat by Asa Julien,,,
6/22/2015,June,Set,4,C,11:42,16.6,4.5,12.98,7.9,31.7,4.6,12.47,7.6,32.1,32.87069,-80.06554,,,,
6/23/2015,June,Pull,4,C,12:04,16.7,4.5,12,7.3,31.7,4.6,11.64,7.1,31.2,32.87086,-80.06571,,,,
6/23/2015,June,Pull,4,S,12:09,11.5,4.6,11.65,7.1,31.7,4.3,10.75,6.5,31.6,32.87119,-80.06466,,,,
7/7/2015,July,Set ,4,S,12:41,10,3.67,9.75,5,29.1,3.68,8.87,4.5,29.2,32.87117,-80.06477,,,,
7/7/2015,July,Set ,4,C,12:46,17.8,3.6,9.49,4.9,29.2,3.73,8.7,4.4,29.2,32.871,-80.06519,,,,
7/8/2015,July,Pull,4,S,12:07,10.9,3.51,4.33,2.2,29,3.48,3.95,1.9,29,32.8712,-80.06479,,,,
7/8/2015,July,Pull,4,C,12:12,17.2,3.62,5.26,2.6,29,3.63,5.29,2.6,29.1,32.87105,-80.06528,,,,
7/21/2015,July,Set,4,S,12:26,12.6,3.91,13.96,7.2,30.5,3.86,13.38,6.7,30.8,32.8711,-80.0646,,,,
7/21/2015,July,Set,4,C,12:31,17.8,3.77,14.34,7.4,30.6,4.2,14.03,7.1,31.2,32.87051,-80.0653,,,,
7/22/2015,July,Pull,4,C,11:35,17.1,3.85,15.86,7.9,30.7,3.89,14.7,7.5,31,32.87066,-80.06541,,,,
7/22/2015,July,Pull,4,S,11:40,11.9,3.91,15.02,7.7,30.8,3.79,14.35,7.4,30.8,32.87117,-80.06467,,,,
8/5/2015,August,Set,4,S,11:34,11.8,3.66,16.26,8.7,29.5,3.76,15.7,8.4,29.6,32.87114,-80.06463,,,,
