DATE,Month,Set/Pull,Site #,S/C,Time,Depth (ft),B.DO,B. Cond,YSI.B. Sal (ppt),B. Temp (C),T. DO,T.Cond,YSI.T. Sal (ppt),T. Temp (C),Latitude, Longitude,COMMENTS,,,
10/29/2015,October,Pull ,7,S,12:54,12.4,6.34,22.05,14.4,21.2,6.07,20.25,12.9,22.1,32.82592,-80.00758,,,,
10/29/2015,October,Pull ,7,C,13:02,11.2,6.15,21.51,14,21.4,5.99,20.75,13.2,22.2,32.8278,-80.0081,,,,
5/14/2015,May,Set,8,S,11:02,8.6,4.5,23.75,14.4,24.6,4.13,23.71,14.4,24.6,32.83507,-79.98759,,,,
5/14/2015,May,Set,8,C,11:11,12.5,4.12,23.75,14.2,24.7,4.07,23.32,14.1,24.7,32.83697,-79.98702,,,,
5/15/2015,May,Pull,8,S,15:20,19.6,4.32,24.75,15,25.6,4.35,25.31,15.5,25.2,,,,,,
5/15/2015,May,Pull,8,C,15:20,19.3,4.24,27.62,17,24.7,4.2,27.52,16.9,24.8,,,,,,
5/26/2015,May,Set,8,S,13:36,7,4.44,30.79,19.1,25.9,4.82,26.76,16.2,27.2,32.83492,-79.9878,,,,
5/26/2015,May,Set,8,C,13:33,23,4.53,31.36,19.5,25.9,5.62,29.48,18.2,26.9,32.83717,-79.98735,,,,
5/27/2015,May,Pull,8,S,13:19,10.2,4.36,31.39,19.5,26.5,5.16,25.35,15.4,28.6,,,,,,
5/27/2015,May,Pull,8,C,13:25,21.2,4.53,31.19,19.5,26.5,5.66,26.59,16.2,27.4,,,,,,
6/8/2015,June,Set,8,S,12:24,8.2,5,31.45,21.1,27.8,4.9,29.2,19.4,28.8,32.83465,-79.98817,,,,
6/8/2015,June,Set,8,C,12:27,16.1,4.7,33.52,22.6,28,4.6,33.01,22.2,28.8,32.83465,-79.98817,,,,
6/9/2015,June,Pull,8,S,13:40,9.5,5.4,33.36,22.4,28.5,5.1,30.19,20.1,28.7,32.83477,-79.98812,,,,
6/9/2015,June,Pull,8,C,13:48,18.5,5.5,33.82,22.8,28.5,5.3,32.16,21.6,28.5,32.83706,-79.98714,Changed from -79.871 long by Asa Julien,,,
6/22/2015,June,Set,8,S,12:39,6.8,4.6,34.69,23.2,31.5,6,30.97,20.7,32.3,32.83466,-79.98798,,,,
6/22/2015,June,Set,8,C,12:54,25.7,4.4,36.32,24.5,31.4,6.8,34.38,23,32.2,32.83724,-79.98724,,,,
6/23/2015,June,Pull,8,S,13:25,9.1,5.7,34.99,23.6,31.5,5.5,34.74,23.4,31.5,32.83495,-79.98779,,,,
6/23/2015,June,Pull,8,C,13:34,27.6,4.8,36.52,24.7,31.5,6.9,34.98,23.5,31.8,32.83754,-79.98741,Pot in Channel Spot ,,,
7/7/2015,July,Set ,8,S,13:44,24,3.93,35.82,20.4,29.7,4.25,33.43,18.6,30.4,32.83458,-79.98768,,,,
7/7/2015,July,Set ,8,C,13:49,18,3.81,36.5,20.9,29.6,4.25,33.3,18.6,30.3,32.83697,-79.98684,,,,
7/8/2015,July,Pull,8,S,13:19,21.2,3.82,35.18,20.1,29.7,4.12,28.63,15.6,31,32.8355,-79.98744,,,,
7/8/2015,July,Pull,8,C,13:30,21.8,3.85,35.5,20.2,29.7,4.35,34.31,19.3,30.2,32.83709,-79.98705,,,,
7/21/2015,July,Set,8,S,14:15,8.9,6.18,33.4,18,32.1,7.22,33.71,18,32.1,32.83508,-79.98753,,,,
7/21/2015,July,Set,8,C,14:20,16.9,3.67,37.66,21,31.1,5.63,35.46,19.2,32.3,32.83693,-79.98743,,,,
7/22/2015,July,Pull,8,S,13:04,8.5,3.66,36.27,20.2,31,4.62,31.86,16.8,32.9,32.83505,-79.98743,,,,
7/22/2015,July,Pull,8,C,13:18,16.8,4.05,38.02,21.2,31.1,5.08,32.54,17.7,32.9,32.83688,-79.9873,,,,
8/5/2015,August,Set,8,S,12:33,8.8,3.1,37.24,21.4,29.9,3.59,36.51,20.4,30.8,32.83444,-79.98785,Changed from -80.9879 long (!!!) by Asa Julien,,,
8/5/2015,August,Set,8,C,12:37,16.2,3.35,39.35,22.6,30,3.41,39.45,22.5,30.2,32.83687,-79.98721,,,,
8/6/2015,August,Pull,8,S,13:10,8.5,3.28,37.72,21.4,30.2,3.72,36.72,20.7,30.5,32.83466,-79.98773,Changed from 32.03466 latitude (!!!) by Asa Julien,,,
8/6/2015,August,Pull,8,C,13:19,7.3,3.77,39.59,22.5,30.4,3.81,39.55,22.5,30.4,32.83694,-79.98723,Changed from -78.9872  long by Asa Julien,,,
8/19/2015,August,Set,8,S,11:42,9.7,4.14,40.45,23.8,29,3.97,39.99,23.3,29.2,32.83483,-79.98793,,,,
8/19/2015,August,Set,8,C,11:46,19.9,3.73,40.98,24.1,28.9,4.58,40.05,23.4,29.7,32.83703,-79.9877,,,,
8/20/2015,August,Pull,8,S,11:11,23.9,4.12,39.64,23.1,29.1,4.07,37.95,22.1,29.1,32.83506,-79.98779,,,,
8/20/2015,August,Pull,8,C,11:16,19.8,4.01,40.42,23.6,29.1,4.46,39.56,23.1,29.1,32.83704,-79.98782,,,,
9/2/2015,September,Set,8,S,13:03,9.1,2.96,37.92,22.3,28.6,3.61,30.59,17.2,29.9,32.83464,-79.98822,,,,
9/2/2015,September,Set,8,C,13:08,20.6,3.03,38.96,23,28.6,3.23,34.42,19.8,28.9,32.83784,-79.98836,,,,
9/3/2015,September,Pull,8,S,13:17,20.1,3.22,37.02,21.4,29.1,3.76,30.91,17.2,30.1,32.83487,-79.98832,,,,
9/3/2015,September,Pull,8,C,,20.6,3.23,38.26,22.2,29.2,3.99,31.01,17.2,30.4,32.83788,-79.98835,,,,
9/16/2015,September,Set,8,S,12:56,7.2,5.33,34.76,21.3,26.2,5.77,34.08,20.8,26.5,32.83485,-79.98799,Specific conductance [mS/cm],,,
9/16/2015,September,Set,8,C,13:02,18.7,5.01,35.79,21.9,26.5,6.08,34.38,20.8,26.7,32.83791,-79.98833,Specific conductance [mS/cm],Changed from 32.8591 latitude by Asa Julien,,
9/17/2015,September,Pull,8,S,,7.8,4.96,36.11,22.3,26.1,5.51,32.79,20.2,25.8,32.83488,-79.98782,Specific conductance [mS/cm],,,
9/17/2015,September,Pull,8,C ,12:48,21.8,4.86,34.46,22.5,26.2,5.58,33.26,20.7,25.9,32.83769,-79.98837,Specific conductance [mS/cm],,,
10/1/2015,October,Set,8,S,11:35,9.7,3.14,37.07,23.2,26.6,3.29,36.69,22.2,26.5,32.83494,-79.98767,Specific conductance [mS/cm],,,
10/1/2015,October,Set,8,C,11:43,20.5,3.72,41.1,25.4,26.7,3.71,41.07,25.4,26.6,32.83823,-79.98865,Specific conductance [mS/cm],,,
10/2/2015,October,Pull,8,S,12:15,9.5,4.68,34.51,21.6,25.1,5.08,30.46,19.1,24.5,32.83488,-79.98777,Specific conductance [mS/cm],,,
10/2/2015,October,Pull,8,C,12:19,20,4.43,36.8,23.1,25.3,4.43,36.8,23.1,25.3,32.83815,-79.98886,Specific conductance [mS/cm],,,
10/14/2015,October,Set,8,S,12:11,11.5,5.3,10.38,6,22.3,5.75,5.76,3.1,23.8,32.83513,-79.98741,Specific conductance [mS/cm],,,
10/14/2015,October,Set,8,C,12:16,14.5,5.72,12.56,7,22.4,5.75,8.46,4.7,24.6,32.83679,-79.98767,Specific conductance [mS/cm],,,
10/15/2015,October,Pull ,8,S,13:33,15.9,8.82,0.14,0.1,21.8,5.83,11.27,6.4,23.1,32.83532,-79.98707,Specific conductance [mS/cm],,,
10/15/2015,October,Pull ,8,C,13:39,13.1,5.82,17.89,10.6,22.7,5.86,12.58,7.2,23.3,32.83672,-79.9875,Specific conductance [mS/cm],,,
10/28/2015,October,Set,8,S,14:45,8.3,6.6,19.64,12.8,21,6.45,19.62,12.7,21.2,32.83505,-79.98772,Specific conductance [mS/cm],,,
10/28/2015,October,Set,8,C,14:51,15.6,5.15,19.86,13,20.9,5.22,19.12,12.5,20.9,32.83797,-79.9877,Specific conductance [mS/cm],,,
10/29/2015,October,Pull ,8,S,13:17,15.9,6,22.55,14.7,21.4,5.67,21.48,13.8,21.9,32.83523,-79.9873,Specific conductance [mS/cm],,,
10/29/2015,October,Pull ,8,C,13:25,18.9,6.34,23.03,15.1,21.3,5.96,20.43,13,22.3,32.83797,-79.98749,Specific conductance [mS/cm],,,
5/14/2015,May,Set,9,S,10:19,7.1,2.41,33.56,21,23.8,3.86,32.5,20.3,24.2,32.78814,-79.96387,Specific conductance [mS/cm],,,
5/14/2015,May,Set,9,C,10:19,18.7,4.08,32.69,20.4,24.5,4.2,31.96,19.9,24.6,32.78691,-79.96477,Specific conductance [mS/cm],,,
5/15/2015,May,Pull,9,S,15:56,10.6,4.55,34.2,21.5,24.5,4.53,34.22,21.5,24.7,,,Specific conductance [mS/cm],,,
5/15/2015,May,Pull,9,C,15:56,23.4,4.62,37.31,22.2,24.3,4.44,34.92,22,24.5,,,Specific conductance [mS/cm],,,
5/26/2015,May,Set,9,S,13:55,8.1,4.82,25.46,22.3,26.4,5,35.35,22.2,26.6,32.78861,-79.96436,Specific conductance [mS/cm],,,
5/26/2015,May,Set,9,C,14:01,26.7,5.03,35.55,22.4,26,5.31,35.47,22.3,26.2,32.7869,-79.96609,Specific conductance [mS/cm],,,
5/27/2015,May,Pull,9,S,13:54,7.9,4.9,35.61,22.4,26.6,5.02,34.94,21.9,26.9,,,Specific conductance [mS/cm],,,
5/27/2015,May,Pull,9,C,13:47,25.5,5.3,36.08,22.7,26.6,5.1,35.7,22.5,26.8,,,Specific conductance [mS/cm],,,
6/8/2015,June,Set,9,S,13:52,6.4,5.3,39.03,26.8,27.3,5.6,38.46,26.3,28.1,32.78878,-79.96426,Specific conductance [mS/cm],,,
6/8/2015,June,Set,9,C,12:45,26.2,5.6,39.39,27.1,27.5,5.8,39.31,27,27.7,32.78691,-79.96582,Specific conductance [mS/cm],,,Changed from 32.87691 lat
6/9/2015,June,Pull,9,C,14:42,26.4,5.9,39.05,26.8,27.8,6,38.89,26.6,28.1,32.78719,-79.96609,Walked,,,
6/9/2015,June,Pull,9,S,14:54,4.6,5.6,38.45,26.3,28.1,5.9,28.24,26.1,28.3,32.7889,-79.96429,Specific conductance [mS/cm],,,
6/22/2015,June,Set,9,S,13:23,7,5.5,39.76,27.1,31.6,6.2,39.51,26.9,32,32.78878,-79.96455,Specific conductance [mS/cm],,,
6/22/2015,June,Set,9,C,13:26,27,5,40.18,27.5,30.9,6.5,39.49,26.9,31.2,,,Specific conductance [mS/cm],,,
6/23/2015,June,Pull,9,C,14:09,26.7,5.6,39.66,27.1,30.8,7,38.77,26.4,30.9,32.78781,-79.96668,Specific conductance [mS/cm],,,
6/23/2015,June,Pull,9,S,14:22,6.4,7.1,38.9,26.5,31.3,7.7,38.95,26.5,31.6,32.78887,-79.96445,Specific conductance [mS/cm],,,
7/7/2015,July,Set ,9,C,14:10,19.8,5.32,39.78,23.2,29.1,5.91,39.63,22.9,29.6,32.78757,-79.96529,Specific conductance [mS/cm],,,
7/7/2015,July,Set ,9,S,14:15,8.07,5.82,39.19,22.6,29.6,6.14,39.43,22.5,30.1,32.78846,-79.96387,Specific conductance [mS/cm],,,
7/8/2015,July,Pull,9,C,13:45,19.7,4.79,39.58,23.1,29.2,5.35,39.16,22.6,29.6,32.78775,-79.96538,Specific conductance [mS/cm],,,
7/8/2015,July,Pull,9,S,13:57,6.9,4.75,39.33,22.9,29.2,5.21,39.09,22.5,29.7,32.78857,-79.96402,Specific conductance [mS/cm],,,
7/21/2015,July,Set,9,S,14:05,4.5,5.82,40.49,22,32.7,5.79,40.45,22.1,32.6,32.78866,-79.9641,Specific conductance [mS/cm],,,
7/21/2015,July,Set,9,C,14:07,20.6,4.28,41.59,23.6,30.8,5.89,40.88,22.4,32.5,32.78749,-79.96544,Specific conductance [mS/cm],,,
7/22/2015,July,Pull,9,S,13:41,5.1,5.28,40.4,22.8,31,5.6,40.42,22.7,31.1,32.78861,-79.96407,Specific conductance [mS/cm],,,
7/22/2015,July,Pull,9,C,13:50,21.5,4.63,41.25,23.6,30.2,6.01,40.25,22.6,31.1,32.7875,-79.96552,Specific conductance [mS/cm],,,
8/5/2015,August,Set,9,S,13:00,8.7,3.99,40.95,23.8,29.6,4.03,40.83,23.06,29.8,32.78881,-79.96468,Specific conductance [mS/cm],,,
8/5/2015,August,Set,9,C,13:06,23.9,4.04,41.34,24,29.5,4.38,41.12,23.56,30.1,32.7879,-79.96661,Specific conductance [mS/cm],,,
8/6/2015,August,Pull,9,C,13:53,22.6,4.1,41.31,23.9,29.9,4.81,41.04,23.6,29.9,32.78801,-79.96658,Specific conductance [mS/cm],,,
8/6/2015,August,Pull,9,S,14:01,8.03,4.03,41.07,23,29.7,4.61,40.29,23.1,30.1,32.78884,-79.9646,Specific conductance [mS/cm],,,
8/19/2015,August,Set,9,S,12:05,7.2,5.1,42.94,25.1,29.4,5.28,42.87,25,29.6,32.78867,-79.96419,Specific conductance [mS/cm],,,
8/19/2015,August,Set,9,C,12:08,22.3,4.61,42.76,25.3,28.8,5.43,42.9,25.1,29.5,32.78779,-79.96599,Specific conductance [mS/cm],,,
8/20/2015,August,Pull,9,S,11:32,7.1,5.02,45.32,24.9,29,4.94,42.26,24.8,29.2,32.78864,-79.9642,Specific conductance [mS/cm],,,
8/20/2015,August,Pull,9,C,11:38,19.2,4.7,42.79,25.2,29.1,4.96,7.38,24.8,29.1,32.78785,-79.96594,Specific conductance [mS/cm],,,
9/2/2015,September,Set,9,S,13:33,10.6,4.5,43.44,26,28.5,4.01,40.94,23.6,30,32.78861,-79.96441,Specific conductance [mS/cm],,,
9/2/2015,September,Set,9,C,13:35,21.6,4.29,42.64,25.5,28.5,4.02,41.76,24.2,28.6,32.7877,-79.96535,Specific conductance [mS/cm],,,
9/3/2015,September,Pull,9,S,14:06,10.9,4.36,42.87,25.4,28.9,4.25,40.26,23.3,30.2,32.7885,-79.96432,Specific conductance [mS/cm],,,
9/3/2015,September,Pull,9,C,14:24,20.2,4.66,43.2,25.7,28.8,4.66,40.92,23.8,29.5,32.78759,-79.96516,Specific conductance [mS/cm],,,
9/16/2015,September,Set,9,S,13:16,7.4,5.82,41.31,25.5,26.6,5.69,39.7,24.4,26.8,32.78886,-79.96436,Specific conductance [mS/cm],,,
9/16/2015,September,Set,9,C,13:19,19.3,6.03,41.19,25.5,26.6,5.96,40.17,24.7,26.7,32.78747,-79.96555,Specific conductance [mS/cm],,,
9/17/2015,September,Pull,9,S,13:02,9.4,5.71,41.79,26,26.3,5.37,39.37,24.4,26.2,32.78843,-79.9641,Specific conductance [mS/cm],,,
9/17/2015,September,Pull,9,C,13:10,21.3,5.7,42.47,26.5,26.3,5.56,39.73,24.7,26.2,32.78742,-79.96533,Specific conductance [mS/cm],,,
10/1/2015,October,Set,9,S,12:01,10.7,4.8,46,29.1,26.4,4.64,45.42,28.5,26.4,32.78869,-79.96441,Specific conductance [mS/cm],,,
10/1/2015,October,Set,9,C,12:05,22.6,4.82,46.9,29.5,26.4,4.81,45.14,28.3,26.4,32.78771,-79.96564,Specific conductance [mS/cm],,,
10/2/2015,October,Pull,9,S,12:37,11.2,5.28,42.92,27.3,25.6,5.18,41.4,26.2,25.5,32.78887,-79.96454,Specific conductance [mS/cm],,,
10/2/2015,October,Pull,9,C,12:50,22.8,5.32,43.44,27.6,25.5,5.27,42,26.7,25.5,32.78784,-79.96593,Specific conductance [mS/cm],,,
10/14/2015,October,Set,9,S,12:32,8.5,6.27,20.01,12,23.4,6.03,18.02,10.8,23.9,32.78851,-79.96455,Specific conductance [mS/cm],,,
10/14/2015,October,Set,9,C,12:36,19.3,6.5,21.54,12.8,22.8,6.31,14.87,8.6,23.6,32.78762,-79.96525,Specific conductance [mS/cm],,,
10/15/2015,October,Pull ,9,S,13:53,6.8,,,,,,,,,32.78868,-79.96445,Specific conductance [mS/cm],,,
10/15/2015,October,Pull ,9,C,14:05,18,,,,,,,,,32.78753,-79.96513,Specific conductance [mS/cm],,,
10/28/2015,October,Set,9,S,15:20,6,7.2,25.75,16.8,22.1,6.83,25.52,16.5,22.3,32.78848,-79.96455,Specific conductance [mS/cm],,,
10/28/2015,October,Set,9,C,15:25,15.1,6.24,24.59,16.3,21,6.2,23.99,15.8,21.2,32.78798,-79.96603,Specific conductance [mS/cm],,,
10/29/2015,October,Pull ,9,S,13:46,9.1,6.27,27.72,18.4,21.5,6,25.43,16.7,22.3,32.78836,-79.96436,Specific conductance [mS/cm],,,
10/29/2015,October,Pull ,9,C,13:57,17.5,6.57,28.22,18.9,21.2,6.3,26.57,17.4,22,32.78793,-79.9659,Specific conductance [mS/cm],,,
5/14/2015,May,Set,10,S,9:30,9.7,4.03,32.6,20.4,24.2,4.66,32.6,20.4,24.2,32.7795,-79.95974,Specific conductance [mS/cm],,,
5/14/2015,May,Set,10,C,10:02,16.3,4.15,33.3,20.6,24.2,4.72,32.56,20.4,24.4,32.77993,-79.95973,Specific conductance [mS/cm],,,
5/15/2015,May,Pull,10,S,15:23,12.9,4.85,36.05,22.8,24.4,4.73,35.7,22.5,24.4,,,Specific conductance [mS/cm],,,
5/15/2015,May,Pull,10,C,15:23,19.1,4.92,36.17,22.8,24.2,4.8,35.89,22.6,24.3,,,Specific conductance [mS/cm],,,
5/26/2015,May,Set,10,S,14:13,9.4,5.24,35.99,22.5,26.1,5.32,35.53,22.4,26.6,32.77977,-79.96017,Specific conductance [mS/cm],,,
5/26/2015,May,Set,10,C,14:09,24,4.82,36.4,23,25.6,5.3,35.44,22.3,26.6,32.78098,-79.96058,Specific conductance [mS/cm],,,
5/27/2015,May,Pull,10,S,14:11,9.5,4.89,35.8,22.5,26.8,5.31,35.61,22.4,26.8,,,Specific conductance [mS/cm],,,
5/27/2015,May,Pull,10,C,14:07,25,5.24,35.89,22.6,26.4,5.67,35.22,22.2,27,,,Specific conductance [mS/cm],,,
6/8/2015,June,Set,10,C,13:03,27.2,4.5,40.02,27.6,27.4,5.2,39.25,27,27.8,32.7807,-79.96048,Specific conductance [mS/cm],,,
6/8/2015,June,Set,10,S,13:08,13.2,5.5,39.93,27.5,27.4,5.1,39.4,27.1,27.5,32.77976,-79.96022,Specific conductance [mS/cm],,,
6/9/2015,June,Pull,10,C,15:05,24.2,5.6,40.46,27.9,27.6,6.1,39.45,27.1,28.1,32.78074,-79.96053,Specific conductance [mS/cm],,,
6/9/2015,June,Pull,10,S,15:14,12.2,6.2,40.03,27.6,27.7,6,39.27,27,28.2,32.77964,-79.95992,Specific conductance [mS/cm],,,
6/22/2015,June,Set,10,C,13:37,19.5,5.3,40.9,28,30.5,6.7,39.32,26.8,31.5,32.78084,-79.96117,,,,
6/22/2015,June,Set,10,S,13:41,10,5.6,40.76,27.9,30.5,6,39.83,27.1,31.6,32.77977,-79.96017,,,,
6/23/2015,June,Pull,10,C,14:36,23.8,5.3,40.13,27.5,30.5,7.4,38.75,26.4,31.1,32.78087,-79.96118,,,,
6/23/2015,June,Pull,10,S,14:47,12.3,5.7,39.56,27,30.6,7.4,38.89,26.4,31,32.77972,-79.96004,,,,
7/7/2015,July,Set ,10,C,14:30,25.1,6.24,40.51,23.5,29.5,6.24,40.41,23.5,29.6,32.78069,-79.96015,,,,
7/7/2015,July,Set ,10,S,14:35,12,5.81,40.06,24,29.2,6.07,40.41,23.4,29.6,32.77955,-79.95978,,,,
7/8/2015,July,Pull,10,C,14:12,26,5.31,41.54,24.5,29,6.54,40.41,13.3,29.4,32.78075,-79.96017,,,,
7/8/2015,July,Pull,10,S,14:21,14.8,5.5,41.54,24.4,29.1,5.76,40.34,23.2,29.8,32.7797,-79.95983,,,,
7/21/2015,July,Set,10,C,15:14,21.8,4.66,41.28,23.6,30.4,5.68,33.91,21.1,31.4,32.78043,-79.9599,,,,
7/21/2015,July,Set,10,S,15:17,11.1,5.46,41.46,23.3,31.2,5.71,41.58,23.3,31.4,32.77958,-79.95994,,,,
7/22/2015,July,Pull,10,C,14:08,22.5,4.59,42.3,24.4,30.1,6.02,40.39,22.5,31.4,32.78042,-79.96013,,,,
7/22/2015,July,Pull,10,S,14:24,10,5.55,40.59,23.1,30.5,6.63,40.44,22.6,31.5,32.77953,-79.95988,,,,
8/5/2015,August,Set,10,C,13:15,24.8,4.38,42.89,25.1,29.4,4.57,42.11,24.4,30,32.78073,-79.96015,,,,
8/5/2015,August,Set,10,S,13:18,10.4,4.52,42.73,25,29.5,4.37,41.88,24.2,30,32.77946,-79.95992,,,,
8/6/2015,August,Pull,10,C,14:09,25.1,4.75,42.86,25,29.6,4.9,41.61,24.1,29.8,32.78082,-79.96015,,,,
8/6/2015,August,Pull,10,S,14:15,10.9,4.62,42.73,24.9,29.6,4.692,41.37,23.9,29.8,32.77947,-79.95975,,,,
8/19/2015,August,Set,10,C,12:18,22.9,4.71,44.18,26.2,28.9,5.62,43.08,25.1,29.7,32.78034,-79.95995,,,,
8/19/2015,August,Set,10,S,12:21,11.2,4.69,43.18,25.5,29,5.18,43,25.1,29.6,32.77954,-79.95992,,,,
8/20/2015,August,Pull,10,C,11:57,21.8,4.7,44.86,26.7,28.9,5.38,42.21,24.8,29.2,32.78025,-79.95991,,,,
8/20/2015,August,Pull,10,S,12:05,12.9,4.8,44.05,26.1,28.9,5.04,42.43,24.9,29.2,32.77963,-79.96,,,,
9/2/2015,September,Set,10,C,13:45,23.3,4.26,44.39,26.6,28.5,4.39,41.67,24.3,29.3,32.7804,-79.96014,,,,
9/2/2015,September,Set,10,S,,,4.34,42.94,25.6,28.8,4.36,41.85,24.2,29.8,,,,,,
9/3/2015,September,Pull,10,C,14:45,21,4.55,44.15,26.3,28.8,4.72,41.13,23.9,29.6,32.78015,-79.95988,,,,
9/3/2015,September,Pull,10,S,14:43,15.2,4.62,42.45,25,29.1,4.9,41.57,23.8,30.4,32.77952,-79.95966,,,,
9/16/2015,September,Set,10,S,13:40,6.1,6.12,39.95,24.5,26.7,6.12,39.93,24.5,26.8,32.77981,-79.96041,,,,
9/16/2015,September,Set,10,C,13:37,20.9,6.06,41.14,25.4,26.6,6.13,40.18,24.8,26.6,32.78025,-79.95988,,,,
9/17/2015,September,Pull,10,S,13:24,5.6,5.51,39.62,24.7,26,5.34,39.63,24.7,26.1,32.77969,-79.96027,,,,
9/17/2015,September,Pull,10,C ,13:31,21,5.78,42.57,26.6,26.3,5.66,39.99,24.9,26.2,32.78012,-79.95856,,,,
10/1/2015,October,Set,10,S,12:18,21.4,4.94,48.8,30.9,26.4,4.88,46.89,29.6,26.4,32.78023,-79.96021,,,,
10/1/2015,October,Set,10,C,12:21,10.1,5.3,49,31,26.4,5.03,47.88,30.2,26.4,32.77956,-79.96008,,,,
10/2/2015,October,Pull,10,C,13:02,17.8,5.5,34.3,28.3,25.4,5.42,42.37,27,25.3,32.78009,-79.96024,,,,
10/2/2015,October,Pull,10,S,13:10,11.8,5.61,44.53,28.5,25.4,5.59,42.84,27.4,25.3,32.77959,-79.96009,,,,
10/14/2015,October,Set,10,C,12:50,12,4.96,18.06,10.6,23.5,5.06,17.21,10,23.5,32.79755,-79.95979,,,,
10/14/2015,October,Set,10,S,12:53,20.5,6.16,26.6,16.2,22.9,6,16.99,10.1,23.2,32.78021,-79.95978,,,,
10/15/2015,October,Pull ,10,C,14:19,20.5,6.33,28.25,17.4,23,6.08,17,9.9,23.4,32.78015,-79.9597,,,,
10/15/2015,October,Pull ,10,S,14:30,6.4,6.74,18.88,11.2,23.5,6.58,18.33,10.9,23.5,32.77935,-79.95957,,,,
10/28/2015,October,Set,10,S,15:33,9.5,6.4,24.84,16.3,21.5,6.31,24.6,16.2,21.4,32.77962,-79.95973,,,,
10/28/2015,October,Set,10,C,15:36,18.2,6.69,24.35,16.1,21.2,6.35,24.35,16.1,21.2,32.78022,-79.95982,,,,
10/29/2015,October,Pull ,10,C,14:11,20.5,6.64,26.75,17.7,21.7,6.45,26.64,17.5,21.8,32.7799,-79.95916,,,,
10/29/2015,October,Pull ,10,S,14:22,18.6,5.45,26.57,17.4,22,5.98,26.46,17.3,22,32.77951,-79.95933,,,,